date,family,Actual_Sales,Fitted_Sales,model_used
2014-01-26,BEVERAGES,929288.0,953114.75,ML
2014-02-02,BEVERAGES,731437.0,797846.5,ML
2014-02-09,BEVERAGES,469922.0,574459.5,ML
2014-02-16,BEVERAGES,494705.0,422404.66,ML
2014-02-23,BEVERAGES,466331.0,427659.2,ML
2014-03-02,BEVERAGES,639190.0,574439.1,ML
2014-03-09,BEVERAGES,1082450.0,846637.06,ML
2014-03-16,BEVERAGES,942669.0,995668.2,ML
2014-03-23,BEVERAGES,952345.0,1004618.4,ML
2014-03-30,BEVERAGES,959818.0,872012.1,ML
2014-04-06,BEVERAGES,621362.0,740598.4,ML
2014-04-13,BEVERAGES,500114.0,511862.28,ML
2014-04-20,BEVERAGES,499846.0,460673.62,ML
2014-04-27,BEVERAGES,473147.0,452349.5,ML
2014-05-04,BEVERAGES,500945.0,560875.1,ML
2014-05-11,BEVERAGES,464211.0,552400.25,ML
2014-05-18,BEVERAGES,472106.0,576930.5,ML
2014-05-25,BEVERAGES,450441.0,542450.4,ML
2014-06-01,BEVERAGES,470280.0,450352.6,ML
2014-06-08,BEVERAGES,504227.0,557364.5,ML
2014-06-15,BEVERAGES,469083.0,518466.28,ML
2014-06-22,BEVERAGES,497868.0,511908.38,ML
2014-06-29,BEVERAGES,612431.0,588772.9,ML
2014-07-06,BEVERAGES,1121963.0,770710.06,ML
2014-07-13,BEVERAGES,918220.0,967064.25,ML
2014-07-20,BEVERAGES,945163.0,945597.4,ML
2014-07-27,BEVERAGES,913434.0,966741.4,ML
2014-08-03,BEVERAGES,730932.0,855944.56,ML
2014-08-10,BEVERAGES,456714.0,614413.44,ML
2014-08-17,BEVERAGES,455281.0,422181.66,ML
2014-08-24,BEVERAGES,455634.0,446053.06,ML
2014-08-31,BEVERAGES,475390.0,500368.8,ML
2014-09-07,BEVERAGES,1131264.0,763018.1,ML
2014-09-14,BEVERAGES,983366.0,982174.94,ML
2014-09-21,BEVERAGES,987933.0,954770.2,ML
2014-09-28,BEVERAGES,951707.0,967942.25,ML
2014-10-05,BEVERAGES,1110383.0,1003144.2,ML
2014-10-12,BEVERAGES,996383.0,971686.94,ML
2014-10-19,BEVERAGES,1007980.0,1000408.56,ML
2014-10-26,BEVERAGES,957481.0,1009364.4,ML
2014-11-02,BEVERAGES,896932.0,982253.3,ML
2014-11-09,BEVERAGES,1160004.0,1016564.4,ML
2014-11-16,BEVERAGES,977349.0,995160.75,ML
2014-11-23,BEVERAGES,971954.0,963226.4,ML
2014-11-30,BEVERAGES,991564.0,980746.0,ML
2014-12-07,BEVERAGES,1124578.0,1172407.6,ML
2014-12-14,BEVERAGES,1065119.0,1052677.0,ML
2014-12-21,BEVERAGES,1114362.0,1046420.3,ML
2014-12-28,BEVERAGES,1388548.0,1307826.6,ML
2015-01-04,BEVERAGES,870126.0,1069161.5,ML
2015-01-11,BEVERAGES,592503.0,783710.8,ML
2015-01-18,BEVERAGES,551581.0,471472.7,ML
2015-01-25,BEVERAGES,510186.0,479709.06,ML
2015-02-01,BEVERAGES,518450.0,488218.16,ML
2015-02-08,BEVERAGES,537556.0,532198.1,ML
2015-02-15,BEVERAGES,513533.0,532151.06,ML
2015-02-22,BEVERAGES,588238.0,558574.25,ML
2015-03-01,BEVERAGES,527877.0,530864.8,ML
2015-03-08,BEVERAGES,564253.0,541499.9,ML
2015-03-15,BEVERAGES,538044.0,538193.06,ML
2015-03-22,BEVERAGES,491863.0,541009.75,ML
2015-03-29,BEVERAGES,487493.0,545619.7,ML
2015-04-05,BEVERAGES,542678.0,555198.06,ML
2015-04-12,BEVERAGES,551179.0,530998.75,ML
2015-04-19,BEVERAGES,532415.0,584779.5,ML
2015-04-26,BEVERAGES,537863.0,563611.6,ML
2015-05-03,BEVERAGES,603444.0,651954.8,ML
2015-05-10,BEVERAGES,599518.0,604668.4,ML
2015-05-17,BEVERAGES,738624.0,623254.7,ML
2015-05-24,BEVERAGES,705282.0,786404.6,ML
2015-05-31,BEVERAGES,1148094.0,821227.0,ML
2015-06-07,BEVERAGES,1213677.0,1041122.44,ML
2015-06-14,BEVERAGES,1083104.0,1049615.5,ML
2015-06-21,BEVERAGES,1100288.0,1060258.8,ML
2015-06-28,BEVERAGES,1310053.0,1260331.8,ML
2015-07-05,BEVERAGES,1403343.0,1337634.6,ML
2015-07-12,BEVERAGES,1087719.0,1127577.1,ML
2015-07-19,BEVERAGES,1036965.0,1050039.1,ML
2015-07-26,BEVERAGES,1010871.0,1118460.6,ML
2015-08-02,BEVERAGES,1082742.0,1139625.1,ML
2015-08-09,BEVERAGES,1041690.0,1044231.2,ML
2015-08-16,BEVERAGES,1153580.0,1073515.6,ML
2015-08-23,BEVERAGES,1045599.0,1099914.8,ML
2015-08-30,BEVERAGES,1079183.0,1131538.1,ML
2015-09-06,BEVERAGES,1427123.0,1285752.6,ML
2015-09-13,BEVERAGES,1273003.0,1274438.5,ML
2015-09-20,BEVERAGES,1274411.0,1169783.4,ML
2015-09-27,BEVERAGES,1237289.0,1261843.5,ML
2015-10-04,BEVERAGES,1360042.0,1362311.6,ML
2015-10-11,BEVERAGES,1262961.0,1275034.0,ML
2015-10-18,BEVERAGES,1178516.0,1237784.1,ML
2015-10-25,BEVERAGES,1123046.0,1133825.1,ML
2015-11-01,BEVERAGES,1012480.0,1113718.1,ML
2015-11-08,BEVERAGES,1300124.0,1162939.5,ML
2015-11-15,BEVERAGES,1111074.0,1208481.0,ML
2015-11-22,BEVERAGES,1123847.0,1099929.4,ML
2015-11-29,BEVERAGES,1114457.0,1102010.9,ML
2015-12-06,BEVERAGES,1281595.0,1253528.2,ML
2015-12-13,BEVERAGES,1188989.0,1268747.4,ML
2015-12-20,BEVERAGES,1223513.0,1254509.8,ML
2015-12-27,BEVERAGES,1367373.0,1348318.4,ML
2016-01-03,BEVERAGES,1326089.0,1294749.4,ML
2016-01-10,BEVERAGES,1361790.0,1358218.4,ML
2016-01-17,BEVERAGES,1160667.0,1231956.8,ML
2016-01-24,BEVERAGES,1125070.0,1125425.2,ML
2016-01-31,BEVERAGES,1105470.0,1030608.6,ML
2016-02-07,BEVERAGES,1148425.0,1156779.9,ML
2016-02-14,BEVERAGES,1133897.0,1138282.1,ML
2016-02-21,BEVERAGES,1168159.0,1138282.1,ML
2016-02-28,BEVERAGES,1121933.0,1126431.2,ML
2016-03-06,BEVERAGES,1267907.0,1231410.2,ML
2016-03-13,BEVERAGES,1109723.0,1180888.1,ML
2016-03-20,BEVERAGES,1111627.0,1153153.6,ML
2016-03-27,BEVERAGES,1104068.0,1149234.4,ML
2016-04-03,BEVERAGES,1238918.0,1207104.6,ML
2016-04-10,BEVERAGES,1177668.0,1150626.4,ML
2016-04-17,BEVERAGES,1166211.0,1165382.6,ML
2016-04-24,BEVERAGES,1943789.0,1820606.6,ML
2016-05-01,BEVERAGES,1479159.0,1458093.5,ML
2016-05-08,BEVERAGES,1642374.0,1643597.2,ML
2016-05-15,BEVERAGES,1301226.0,1352242.2,ML
2016-05-22,BEVERAGES,1124359.0,1203849.9,ML
2016-05-29,BEVERAGES,1056272.0,1096287.5,ML
2016-06-05,BEVERAGES,1200478.0,1185984.1,ML
2016-06-12,BEVERAGES,999836.0,1095001.0,ML
2016-06-19,BEVERAGES,1044342.0,1113704.9,ML
2016-06-26,BEVERAGES,1439120.0,1281942.0,ML
2016-07-03,BEVERAGES,1361018.0,1377217.1,ML
2016-07-10,BEVERAGES,1101970.0,1159335.5,ML
2016-07-17,BEVERAGES,1043018.0,1027013.94,ML
2016-07-24,BEVERAGES,1201161.0,1153077.1,ML
2016-07-31,BEVERAGES,1055073.0,1127096.9,ML
2016-08-07,BEVERAGES,1155476.0,1182098.9,ML
2016-08-14,BEVERAGES,1080380.0,1127121.8,ML
2016-08-21,BEVERAGES,1130612.0,1118215.0,ML
2016-08-28,BEVERAGES,1071620.0,1098196.5,ML
2016-09-04,BEVERAGES,1253992.0,1215765.5,ML
2016-09-11,BEVERAGES,1207442.0,1121268.0,ML
2016-09-18,BEVERAGES,1084355.0,1142264.8,ML
2016-09-25,BEVERAGES,1062888.0,1131098.6,ML
2016-10-02,BEVERAGES,1174809.0,1214011.9,ML
2016-10-09,BEVERAGES,1178384.0,1169383.4,ML
2016-10-16,BEVERAGES,1113727.0,1090728.0,ML
2016-10-23,BEVERAGES,1111548.0,1146742.9,ML
2016-10-30,BEVERAGES,1078657.0,1151912.4,ML
2016-11-06,BEVERAGES,1398627.0,1353741.2,ML
2016-11-13,BEVERAGES,1534362.0,1432059.1,ML
2016-11-20,BEVERAGES,1312090.0,1324029.5,ML
2016-11-27,BEVERAGES,1272342.0,1300722.8,ML
2016-12-04,BEVERAGES,1399914.0,1376635.5,ML
2016-12-11,BEVERAGES,1342912.0,1481419.6,ML
2016-12-18,BEVERAGES,1288254.0,1319752.1,ML
2016-12-25,BEVERAGES,1449092.0,1426177.6,ML
2017-01-01,BEVERAGES,1271454.0,1361748.0,ML
2017-01-08,BEVERAGES,1714281.0,1586599.2,ML
2017-01-15,BEVERAGES,1395062.0,1316456.5,ML
2017-01-22,BEVERAGES,1431048.0,1358753.4,ML
2017-01-29,BEVERAGES,1285322.0,1304567.5,ML
2017-02-05,BEVERAGES,1362405.0,1438489.8,ML
2017-02-12,BEVERAGES,1263005.0,1326843.5,ML
2017-02-19,BEVERAGES,1199955.0,1279430.2,ML
2017-02-26,BEVERAGES,1205691.0,1244358.8,ML
2017-03-05,BEVERAGES,1483081.0,1395473.6,ML
2017-03-12,BEVERAGES,1335778.0,1307795.9,ML
2017-03-19,BEVERAGES,1426100.0,1357068.4,ML
2017-03-26,BEVERAGES,1409934.0,1384885.4,ML
2017-04-02,BEVERAGES,1457075.0,1419362.5,ML
2017-04-09,BEVERAGES,1370345.0,1396898.0,ML
2017-04-16,BEVERAGES,1492164.0,1440017.4,ML
2017-04-23,BEVERAGES,1319957.0,1349248.5,ML
2017-04-30,BEVERAGES,1325665.0,1372270.2,ML
2017-05-07,BEVERAGES,1524916.0,1452987.2,ML
2017-05-14,BEVERAGES,1199891.0,1282877.5,ML
2017-05-21,BEVERAGES,1317735.0,1278630.6,ML
2017-05-28,BEVERAGES,1290194.0,1264356.6,ML
2017-06-04,BEVERAGES,1493682.0,1431694.5,ML
2017-06-11,BEVERAGES,1465103.0,1353800.2,ML
2017-06-18,BEVERAGES,1313649.0,1401157.9,ML
2017-06-25,BEVERAGES,1801429.0,1768124.2,ML
2017-07-02,BEVERAGES,1326264.0,1406679.4,ML
2017-07-09,BEVERAGES,1567989.0,1563343.4,ML
2017-07-16,BEVERAGES,1361851.0,1357069.5,ML
2017-07-23,BEVERAGES,1348452.0,1281323.4,ML
2017-07-30,BEVERAGES,1361379.0,1319617.9,ML
2017-08-06,BEVERAGES,1436505.0,1410920.2,ML
2017-08-13,BEVERAGES,1223297.0,1240490.9,ML
2017-08-20,BEVERAGES,345605.0,365893.6,ML
2013-04-07,BREAD/BAKERY,142862.00215,152326.57384730055,Traditional
2013-04-14,BREAD/BAKERY,128565.75102,148364.55147170406,Traditional
2013-04-21,BREAD/BAKERY,133223.13897,144534.05865534893,Traditional
2013-04-28,BREAD/BAKERY,129895.29096,139255.38380205433,Traditional
2013-05-05,BREAD/BAKERY,150192.774225,135691.96308254072,Traditional
2013-05-12,BREAD/BAKERY,157700.57400999998,139734.0286539167,Traditional
2013-05-19,BREAD/BAKERY,141713.205044,146322.92004236524,Traditional
2013-05-26,BREAD/BAKERY,133782.81205,145666.00151102364,Traditional
2013-06-02,BREAD/BAKERY,146851.33301,143712.11903273384,Traditional
2013-06-09,BREAD/BAKERY,145425.22495,143974.41081830396,Traditional
2013-06-16,BREAD/BAKERY,133607.48303,143495.0430543191,Traditional
2013-06-23,BREAD/BAKERY,136035.82214,141757.487560123,Traditional
2013-06-30,BREAD/BAKERY,168023.49882,140617.15851409742,Traditional
2013-07-07,BREAD/BAKERY,162708.881004,145256.6451715509,Traditional
2013-07-14,BREAD/BAKERY,127040.31505,147889.19757268508,Traditional
2013-07-21,BREAD/BAKERY,125461.99294,140107.0088020225,Traditional
2013-07-28,BREAD/BAKERY,121539.34999,137213.29936211364,Traditional
2013-08-04,BREAD/BAKERY,134399.79200000002,132867.3486294616,Traditional
2013-08-11,BREAD/BAKERY,127419.25701,134378.28888744037,Traditional
2013-08-18,BREAD/BAKERY,129215.11011,131778.4788378582,Traditional
2013-08-25,BREAD/BAKERY,126987.34902,132722.3971754913,Traditional
2013-09-01,BREAD/BAKERY,138544.32996,130041.53663082371,Traditional
2013-09-08,BREAD/BAKERY,149392.444026,132569.99844764936,Traditional
2013-09-15,BREAD/BAKERY,137717.30603,138526.31094015902,Traditional
2013-09-22,BREAD/BAKERY,138689.98287,140254.94928568116,Traditional
2013-09-29,BREAD/BAKERY,138586.33002,141902.27674804445,Traditional
2013-10-06,BREAD/BAKERY,150034.83014,140900.16899080234,Traditional
2013-10-13,BREAD/BAKERY,136577.74419,144291.14079833447,Traditional
2013-10-20,BREAD/BAKERY,144461.74205,142947.02348790196,Traditional
2013-10-27,BREAD/BAKERY,133457.55304,146206.61829259718,Traditional
2013-11-03,BREAD/BAKERY,133695.7719,143539.9659028259,Traditional
2013-11-10,BREAD/BAKERY,139485.37193999998,142373.60367957692,Traditional
2013-11-17,BREAD/BAKERY,134889.58908,142371.87613212847,Traditional
2013-11-24,BREAD/BAKERY,135015.68295,140596.37917105842,Traditional
2013-12-01,BREAD/BAKERY,139446.27609,140570.34972068423,Traditional
2013-12-08,BREAD/BAKERY,141175.78395,138193.92218105638,Traditional
2013-12-15,BREAD/BAKERY,135805.54596,139392.1103093629,Traditional
2013-12-22,BREAD/BAKERY,155822.41996,137981.87451826112,Traditional
2013-12-29,BREAD/BAKERY,116948.671956,113070.61402177977,Traditional
2014-01-05,BREAD/BAKERY,148147.66395,146412.10873664147,Traditional
2014-01-12,BREAD/BAKERY,150693.08714,149359.4540220798,Traditional
2014-01-19,BREAD/BAKERY,145843.48405,149071.61163367494,Traditional
2014-01-26,BREAD/BAKERY,143995.53902,146104.16639617187,Traditional
2014-02-02,BREAD/BAKERY,140960.61586,144478.28882308523,Traditional
2014-02-09,BREAD/BAKERY,139088.874,142697.3961474318,Traditional
2014-02-16,BREAD/BAKERY,143258.05200999998,140388.20057330624,Traditional
2014-02-23,BREAD/BAKERY,136274.00206,139677.84088928683,Traditional
2014-03-02,BREAD/BAKERY,134169.13098000002,138409.06035571967,Traditional
2014-03-09,BREAD/BAKERY,154677.85195,137067.11993652585,Traditional
2014-03-16,BREAD/BAKERY,143328.28301,144461.03796752705,Traditional
2014-03-23,BREAD/BAKERY,145171.54604,143465.53420094322,Traditional
2014-03-30,BREAD/BAKERY,141425.14794,142710.09520308068,Traditional
2014-04-06,BREAD/BAKERY,147818.43792,143918.0909105458,Traditional
2014-04-13,BREAD/BAKERY,133594.64009,136514.255874641,Traditional
2014-04-20,BREAD/BAKERY,130495.956074,135366.5225856942,Traditional
2014-04-27,BREAD/BAKERY,132481.01,135212.2231892342,Traditional
2014-05-04,BREAD/BAKERY,142335.3089,145401.30588421808,Traditional
2014-05-11,BREAD/BAKERY,129107.369894,148686.74857573505,Traditional
2014-05-18,BREAD/BAKERY,140314.36197,134547.29469253845,Traditional
2014-05-25,BREAD/BAKERY,140249.61509,131531.57332035105,Traditional
2014-06-01,BREAD/BAKERY,153867.42407,140061.51361987682,Traditional
2014-06-08,BREAD/BAKERY,157096.25206,144638.75098686892,Traditional
2014-06-15,BREAD/BAKERY,143689.93201,141144.96003026154,Traditional
2014-06-22,BREAD/BAKERY,148673.56612,141819.7184867093,Traditional
2014-06-29,BREAD/BAKERY,198442.235846,158727.62791380612,Traditional
2014-07-06,BREAD/BAKERY,177882.40984,169856.43529317054,Traditional
2014-07-13,BREAD/BAKERY,149369.32997,157703.4430560008,Traditional
2014-07-20,BREAD/BAKERY,154590.14301,153909.04189251928,Traditional
2014-07-27,BREAD/BAKERY,158613.14704,149532.57061878464,Traditional
2014-08-03,BREAD/BAKERY,176488.88078,159802.19453450007,Traditional
2014-08-10,BREAD/BAKERY,171475.89915,162913.03668451263,Traditional
2014-08-17,BREAD/BAKERY,166480.34412,165517.28394884508,Traditional
2014-08-24,BREAD/BAKERY,167991.91703,164737.10672525404,Traditional
2014-08-31,BREAD/BAKERY,173726.64205,168914.13680501882,Traditional
2014-09-07,BREAD/BAKERY,204241.16492,179142.62090418683,Traditional
2014-09-14,BREAD/BAKERY,193548.4952,183527.2327894629,Traditional
2014-09-21,BREAD/BAKERY,193008.84803,182692.08170376293,Traditional
2014-09-28,BREAD/BAKERY,178632.81402,180254.19366899025,Traditional
2014-10-05,BREAD/BAKERY,198606.11204,183484.20138950605,Traditional
2014-10-12,BREAD/BAKERY,180524.88183,181763.5067324771,Traditional
2014-10-19,BREAD/BAKERY,179388.32494000002,185282.13286027985,Traditional
2014-10-26,BREAD/BAKERY,169020.66408000002,176360.4184861668,Traditional
2014-11-02,BREAD/BAKERY,148960.35008,172674.77367324318,Traditional
2014-11-09,BREAD/BAKERY,184131.74893,168389.23636727684,Traditional
2014-11-16,BREAD/BAKERY,170741.43005,171607.09168949185,Traditional
2014-11-23,BREAD/BAKERY,168690.83302999998,171012.51202834604,Traditional
2014-11-30,BREAD/BAKERY,169609.43794,174602.539073123,Traditional
2014-12-07,BREAD/BAKERY,178910.54601,177397.9989697451,Traditional
2014-12-14,BREAD/BAKERY,171818.9741,179433.7305785109,Traditional
2014-12-21,BREAD/BAKERY,174409.58289,189065.2073363808,Traditional
2014-12-28,BREAD/BAKERY,195768.98779,152386.58503897022,Traditional
2015-01-04,BREAD/BAKERY,173237.35906,195056.04713632763,Traditional
2015-01-11,BREAD/BAKERY,191790.20114,191795.40418525029,Traditional
2015-01-18,BREAD/BAKERY,185699.00494,190338.46929437196,Traditional
2015-01-25,BREAD/BAKERY,185399.45203,188678.65901451325,Traditional
2015-02-01,BREAD/BAKERY,184963.39895,186237.923141509,Traditional
2015-02-08,BREAD/BAKERY,178881.94197,180818.5349883847,Traditional
2015-02-15,BREAD/BAKERY,160047.83295,181835.88518047912,Traditional
2015-02-22,BREAD/BAKERY,188940.24405,173227.11451448448,Traditional
2015-03-01,BREAD/BAKERY,184009.2181,178419.02335535895,Traditional
2015-03-08,BREAD/BAKERY,191492.78399,188882.1074061515,Traditional
2015-03-15,BREAD/BAKERY,181661.65713,185442.74552835425,Traditional
2015-03-22,BREAD/BAKERY,191580.66901,186377.78147372307,Traditional
2015-03-29,BREAD/BAKERY,184022.86702,183690.1854918419,Traditional
2015-04-05,BREAD/BAKERY,194358.32812,186376.95708805937,Traditional
2015-04-12,BREAD/BAKERY,189033.48894,178790.353148481,Traditional
2015-04-19,BREAD/BAKERY,186723.37804,178579.44238501956,Traditional
2015-04-26,BREAD/BAKERY,185657.38393,181223.58452940296,Traditional
2015-05-03,BREAD/BAKERY,200944.91808,188439.2208212992,Traditional
2015-05-10,BREAD/BAKERY,196605.38503,186890.0941242239,Traditional
2015-05-17,BREAD/BAKERY,195195.93005,189262.08952318123,Traditional
2015-05-24,BREAD/BAKERY,186406.85392,188983.48927521612,Traditional
2015-05-31,BREAD/BAKERY,195917.10002,194344.22216741828,Traditional
2015-06-07,BREAD/BAKERY,202234.92821,194192.73063610343,Traditional
2015-06-14,BREAD/BAKERY,189221.96881,195590.72851242663,Traditional
2015-06-21,BREAD/BAKERY,189350.96408,195272.4482722624,Traditional
2015-06-28,BREAD/BAKERY,235793.16492999997,216610.53115483857,Traditional
2015-07-05,BREAD/BAKERY,232736.55596,214130.1588583137,Traditional
2015-07-12,BREAD/BAKERY,192324.43998,204939.1097394513,Traditional
2015-07-19,BREAD/BAKERY,187456.621,203524.87745267944,Traditional
2015-07-26,BREAD/BAKERY,187086.39511,202145.5774652607,Traditional
2015-08-02,BREAD/BAKERY,196561.37802,205882.64943327665,Traditional
2015-08-09,BREAD/BAKERY,184007.60623,200932.23565245493,Traditional
2015-08-16,BREAD/BAKERY,197508.49803,195587.59570286592,Traditional
2015-08-23,BREAD/BAKERY,183990.38596,197299.8848324148,Traditional
2015-08-30,BREAD/BAKERY,190183.58503,197446.00981460937,Traditional
2015-09-06,BREAD/BAKERY,221204.82999,205268.00582425663,Traditional
2015-09-13,BREAD/BAKERY,197646.11309,204240.52789242615,Traditional
2015-09-20,BREAD/BAKERY,197338.99397,202244.54566691915,Traditional
2015-09-27,BREAD/BAKERY,191727.63598,195662.74737956448,Traditional
2015-10-04,BREAD/BAKERY,204268.11397,205021.30585038767,Traditional
2015-10-11,BREAD/BAKERY,191904.52405,192980.0325572973,Traditional
2015-10-18,BREAD/BAKERY,194682.682,193499.8697764403,Traditional
2015-10-25,BREAD/BAKERY,186352.22396,188600.79055109687,Traditional
2015-11-01,BREAD/BAKERY,161229.05585,179842.2822273525,Traditional
2015-11-08,BREAD/BAKERY,201621.513,188748.72054721077,Traditional
2015-11-15,BREAD/BAKERY,180402.89888,188774.90758847367,Traditional
2015-11-22,BREAD/BAKERY,182166.1379,187328.01322137337,Traditional
2015-11-29,BREAD/BAKERY,174510.00799,185510.2585134038,Traditional
2015-12-06,BREAD/BAKERY,188342.95097,186302.63144728605,Traditional
2015-12-13,BREAD/BAKERY,176139.80603,184997.6065179541,Traditional
2015-12-20,BREAD/BAKERY,178118.76806,187037.46021403908,Traditional
2015-12-27,BREAD/BAKERY,183140.88106,171646.95900648052,Traditional
2016-01-03,BREAD/BAKERY,176071.08905,185593.4019277526,Traditional
2016-01-10,BREAD/BAKERY,195918.2121,191662.02713763597,Traditional
2016-01-17,BREAD/BAKERY,182528.048,193249.6286684301,Traditional
2016-01-24,BREAD/BAKERY,179658.60901,190561.3157919998,Traditional
2016-01-31,BREAD/BAKERY,181073.05817,185842.2098466012,Traditional
2016-02-07,BREAD/BAKERY,175972.32191,184541.04774334584,Traditional
2016-02-14,BREAD/BAKERY,180902.920135,179518.13608174238,Traditional
2016-02-21,BREAD/BAKERY,182927.07098,190124.68836052055,Traditional
2016-02-28,BREAD/BAKERY,180036.50104,186425.62710245003,Traditional
2016-03-06,BREAD/BAKERY,208739.09508,191962.46276826275,Traditional
2016-03-13,BREAD/BAKERY,188368.65788,190230.81889618988,Traditional
2016-03-20,BREAD/BAKERY,186109.40308,192866.83034535413,Traditional
2016-03-27,BREAD/BAKERY,173456.62206,187043.5106109778,Traditional
2016-04-03,BREAD/BAKERY,203391.40587,189916.89012700287,Traditional
2016-04-10,BREAD/BAKERY,189286.85797,189657.26723744633,Traditional
2016-04-17,BREAD/BAKERY,185350.82696,188238.9417608164,Traditional
2016-04-24,BREAD/BAKERY,240823.04185,189124.79490472577,Traditional
2016-05-01,BREAD/BAKERY,248059.20297,224148.72448948407,Traditional
2016-05-08,BREAD/BAKERY,275656.02288,274591.4539703259,Traditional
2016-05-15,BREAD/BAKERY,231434.05008,253699.86470494195,Traditional
2016-05-22,BREAD/BAKERY,205358.574,226285.4354393269,Traditional
2016-05-29,BREAD/BAKERY,198463.98531,227361.3779182309,Traditional
2016-06-05,BREAD/BAKERY,227332.3252,213777.70732861792,Traditional
2016-06-12,BREAD/BAKERY,205444.94803,197207.72395499787,Traditional
2016-06-19,BREAD/BAKERY,202993.61704,202391.6826303976,Traditional
2016-06-26,BREAD/BAKERY,269624.24697,227485.5774695248,Traditional
2016-07-03,BREAD/BAKERY,256075.33104,239806.54265363404,Traditional
2016-07-10,BREAD/BAKERY,207133.10017,219067.21793538443,Traditional
2016-07-17,BREAD/BAKERY,199282.97507,210770.21225014987,Traditional
2016-07-24,BREAD/BAKERY,225813.88087,210250.38060184557,Traditional
2016-07-31,BREAD/BAKERY,194237.92702,214909.20968156733,Traditional
2016-08-07,BREAD/BAKERY,207357.05095,203845.08959401943,Traditional
2016-08-14,BREAD/BAKERY,190311.51505,213168.2845596927,Traditional
2016-08-21,BREAD/BAKERY,198473.409,198310.34802898215,Traditional
2016-08-28,BREAD/BAKERY,186978.93398,198673.26415961585,Traditional
2016-09-04,BREAD/BAKERY,207899.94497,219756.31839793033,Traditional
2016-09-11,BREAD/BAKERY,209132.40805,207444.37127708015,Traditional
2016-09-18,BREAD/BAKERY,198622.511,210129.75260060505,Traditional
2016-09-25,BREAD/BAKERY,192085.799,203037.22724773883,Traditional
2016-10-02,BREAD/BAKERY,202512.92698,204252.56600695165,Traditional
2016-10-09,BREAD/BAKERY,204507.92398,186838.95991461928,Traditional
2016-10-16,BREAD/BAKERY,195100.11502,192901.52215862632,Traditional
2016-10-23,BREAD/BAKERY,188838.2909,186423.01419981112,Traditional
2016-10-30,BREAD/BAKERY,180011.614,179648.7222891011,Traditional
2016-11-06,BREAD/BAKERY,201351.22993,206290.11063175788,Traditional
2016-11-13,BREAD/BAKERY,241125.63506,196629.68227083856,Traditional
2016-11-20,BREAD/BAKERY,200687.052,203720.65014819335,Traditional
2016-11-27,BREAD/BAKERY,191267.12205,198576.11674826432,Traditional
2016-12-04,BREAD/BAKERY,206641.20507,203033.18622869393,Traditional
2016-12-11,BREAD/BAKERY,201388.97393,191871.60242237497,Traditional
2016-12-18,BREAD/BAKERY,194645.8361,192313.9498121997,Traditional
2016-12-25,BREAD/BAKERY,194692.89403,174558.05017059162,Traditional
2017-01-01,BREAD/BAKERY,168515.71502,187492.4137714005,Traditional
