date,family,Actual_Sales,Forecasted_Sales,Model
2013-11-24,BEVERAGES,422023.0,479579.5721622413,SARIMAX
2013-12-01,BEVERAGES,444877.0,474305.8241249157,SARIMAX
2013-12-08,BEVERAGES,474920.0,452340.3031643723,SARIMAX
2013-12-15,BEVERAGES,474963.0,487613.7269458963,SARIMAX
2013-12-22,BEVERAGES,597305.0,491273.87884072267,SARIMAX
2013-12-29,BEVERAGES,490514.0,382418.3617588141,SARIMAX
2014-01-05,BEVERAGES,945566.0,667582.2070552106,SARIMAX
2014-01-12,BEVERAGES,969125.0,863084.5105157064,SARIMAX
2014-01-19,BEVERAGES,955126.0,903843.2206555958,SARIMAX
2014-01-26,BEVERAGES,929288.0,879154.515717373,SARIMAX
2014-02-02,BEVERAGES,731437.0,863289.0655772738,SARIMAX
2014-02-09,BEVERAGES,469922.0,735881.5205086032,SARIMAX
2014-02-16,BEVERAGES,494705.0,527076.2886664438,SARIMAX
2014-02-23,BEVERAGES,466331.0,485866.612535803,SARIMAX
2014-03-02,BEVERAGES,639190.0,481344.3746732844,SARIMAX
2014-03-09,BEVERAGES,1082450.0,585893.2814020057,SARIMAX
2014-03-16,BEVERAGES,942669.0,919415.647479341,SARIMAX
2014-03-23,BEVERAGES,952345.0,896646.064715826,SARIMAX
2014-03-30,BEVERAGES,959818.0,862308.7573248843,SARIMAX
2014-04-06,BEVERAGES,621362.0,871341.7243680642,SARIMAX
2014-04-13,BEVERAGES,500114.0,643427.3526119376,SARIMAX
2014-04-20,BEVERAGES,499846.0,504744.2362768218,SARIMAX
2014-04-27,BEVERAGES,473147.0,518657.1177377802,SARIMAX
2014-05-04,BEVERAGES,500945.0,519605.56434529973,SARIMAX
2014-05-11,BEVERAGES,464211.0,518550.15348175017,SARIMAX
2014-05-18,BEVERAGES,472106.0,468429.9778678595,SARIMAX
2014-05-25,BEVERAGES,450441.0,457063.30811752804,SARIMAX
2014-06-01,BEVERAGES,470280.0,469555.8225963225,SARIMAX
2014-06-08,BEVERAGES,504227.0,485724.2158829766,SARIMAX
2014-06-15,BEVERAGES,469083.0,481523.77147448447,SARIMAX
2014-06-22,BEVERAGES,497868.0,473669.30061741907,SARIMAX
2014-06-29,BEVERAGES,612431.0,518841.8167838825,SARIMAX
2014-07-06,BEVERAGES,1121963.0,597394.0976355075,SARIMAX
2014-07-13,BEVERAGES,918220.0,923245.9872648176,SARIMAX
2014-07-20,BEVERAGES,945163.0,894218.982218829,SARIMAX
2014-07-27,BEVERAGES,913434.0,853318.6488556103,SARIMAX
2014-08-03,BEVERAGES,730932.0,879257.0951799582,SARIMAX
2014-08-10,BEVERAGES,456714.0,762311.1670412861,SARIMAX
2014-08-17,BEVERAGES,455281.0,542854.1381413856,SARIMAX
2014-08-24,BEVERAGES,455634.0,497348.6914203261,SARIMAX
2014-08-31,BEVERAGES,475390.0,482527.62653349666,SARIMAX
2014-09-07,BEVERAGES,1131264.0,524644.9499778112,SARIMAX
2014-09-14,BEVERAGES,983366.0,926231.1448594979,SARIMAX
2014-09-21,BEVERAGES,987933.0,942319.1392459907,SARIMAX
2014-09-28,BEVERAGES,951707.0,910035.4886849375,SARIMAX
2014-10-05,BEVERAGES,1110383.0,926874.2411159318,SARIMAX
2014-10-12,BEVERAGES,996383.0,1020707.413197889,SARIMAX
2014-10-19,BEVERAGES,1007980.0,983513.7712247748,SARIMAX
2014-10-26,BEVERAGES,957481.0,948603.7957438508,SARIMAX
2014-11-02,BEVERAGES,896932.0,929350.4621055177,SARIMAX
2014-11-09,BEVERAGES,1160004.0,894468.2248767541,SARIMAX
2014-11-16,BEVERAGES,977349.0,1044625.3444144551,SARIMAX
2014-11-23,BEVERAGES,971954.0,975840.6005125879,SARIMAX
2014-11-30,BEVERAGES,991564.0,969024.1366584142,SARIMAX
2014-12-07,BEVERAGES,1124578.0,1003251.2968432783,SARIMAX
2014-12-14,BEVERAGES,1065119.0,1096937.0038118148,SARIMAX
2014-12-21,BEVERAGES,1114362.0,1107682.1221368085,SARIMAX
2014-12-28,BEVERAGES,1388548.0,938082.6734615692,SARIMAX
2015-01-04,BEVERAGES,870126.0,1435736.2205174179,SARIMAX
2015-01-11,BEVERAGES,592503.0,1063257.2478107172,SARIMAX
2015-01-18,BEVERAGES,551581.0,736150.6587650701,SARIMAX
2015-01-25,BEVERAGES,510186.0,652404.0156964271,SARIMAX
2015-02-01,BEVERAGES,518450.0,574566.4172080307,SARIMAX
2015-02-08,BEVERAGES,537556.0,505463.792645493,SARIMAX
2015-02-15,BEVERAGES,513533.0,588191.2030768525,SARIMAX
2015-02-22,BEVERAGES,588238.0,588653.5316118093,SARIMAX
2015-03-01,BEVERAGES,527877.0,686022.961654098,SARIMAX
2015-03-08,BEVERAGES,564253.0,727723.843253142,SARIMAX
2015-03-15,BEVERAGES,538044.0,650852.5366795871,SARIMAX
2015-03-22,BEVERAGES,491863.0,649717.8119486651,SARIMAX
2015-03-29,BEVERAGES,487493.0,585864.8489994938,SARIMAX
2015-04-05,BEVERAGES,542678.0,504474.75585151487,SARIMAX
2015-04-12,BEVERAGES,551179.0,550266.7942879526,SARIMAX
2015-04-19,BEVERAGES,532415.0,589621.2369251812,SARIMAX
2015-04-26,BEVERAGES,537863.0,583827.9240196787,SARIMAX
2015-05-03,BEVERAGES,603444.0,586476.6366421569,SARIMAX
2015-05-10,BEVERAGES,599518.0,619743.5690152196,SARIMAX
2015-05-17,BEVERAGES,738624.0,647614.1530003799,SARIMAX
2015-05-24,BEVERAGES,705282.0,738062.455871935,SARIMAX
2015-05-31,BEVERAGES,1148094.0,749491.6064007751,SARIMAX
2015-06-07,BEVERAGES,1213677.0,1022248.5686905262,SARIMAX
2015-06-14,BEVERAGES,1083104.0,1132399.7783469718,SARIMAX
2015-06-21,BEVERAGES,1100288.0,1091585.9013550768,SARIMAX
2015-06-28,BEVERAGES,1310053.0,1092665.3227674533,SARIMAX
2015-07-05,BEVERAGES,1403343.0,1336524.3887895255,SARIMAX
2015-07-12,BEVERAGES,1087719.0,1329342.4229039587,SARIMAX
2015-07-19,BEVERAGES,1036965.0,1148906.8404959342,SARIMAX
2015-07-26,BEVERAGES,1010871.0,1080230.860975958,SARIMAX
2015-08-02,BEVERAGES,1082742.0,994545.9529520328,SARIMAX
2015-08-09,BEVERAGES,1041690.0,996550.436133086,SARIMAX
2015-08-16,BEVERAGES,1153580.0,1024322.4923149641,SARIMAX
2015-08-23,BEVERAGES,1045599.0,1115924.7476906204,SARIMAX
2015-08-30,BEVERAGES,1079183.0,1070026.881247955,SARIMAX
2015-09-06,BEVERAGES,1427123.0,1189147.00222146,SARIMAX
2015-09-13,BEVERAGES,1273003.0,1324251.7341411742,SARIMAX
2015-09-20,BEVERAGES,1274411.0,1278284.8288327134,SARIMAX
2015-09-27,BEVERAGES,1237289.0,1240422.3947036704,SARIMAX
2015-10-04,BEVERAGES,1360042.0,1252002.242799573,SARIMAX
2015-10-11,BEVERAGES,1262961.0,1241268.6746488921,SARIMAX
2015-10-18,BEVERAGES,1178516.0,1223601.2035612336,SARIMAX
2015-10-25,BEVERAGES,1123046.0,1150237.791735569,SARIMAX
2015-11-01,BEVERAGES,1012480.0,1116670.466291537,SARIMAX
2015-11-08,BEVERAGES,1300124.0,1128848.445421582,SARIMAX
2015-11-15,BEVERAGES,1111074.0,1211370.6715718587,SARIMAX
2015-11-22,BEVERAGES,1123847.0,1163959.7667915085,SARIMAX
2015-11-29,BEVERAGES,1114457.0,1109416.9792281417,SARIMAX
2015-12-06,BEVERAGES,1281595.0,1136900.910079,SARIMAX
2015-12-13,BEVERAGES,1188989.0,1231491.377917057,SARIMAX
2015-12-20,BEVERAGES,1223513.0,1220331.6263064023,SARIMAX
2015-12-27,BEVERAGES,1367373.0,1116633.762671823,SARIMAX
2016-01-03,BEVERAGES,1326089.0,1256589.767390532,SARIMAX
2016-01-10,BEVERAGES,1361790.0,1208284.444888665,SARIMAX
2016-01-17,BEVERAGES,1160667.0,1286767.00904619,SARIMAX
2016-01-24,BEVERAGES,1125070.0,1163515.0864388784,SARIMAX
2016-01-31,BEVERAGES,1105470.0,1129314.59327452,SARIMAX
2016-02-07,BEVERAGES,1148425.0,1164798.1721928823,SARIMAX
2016-02-14,BEVERAGES,1133897.0,1188119.4855547561,SARIMAX
2016-02-21,BEVERAGES,1168159.0,1107660.4022913876,SARIMAX
2016-02-28,BEVERAGES,1121933.0,1161796.1126951622,SARIMAX
2016-03-06,BEVERAGES,1267907.0,1094227.137859573,SARIMAX
2016-03-13,BEVERAGES,1109723.0,1158852.9991673953,SARIMAX
2016-03-20,BEVERAGES,1111627.0,1095233.4350354606,SARIMAX
2016-03-27,BEVERAGES,1104068.0,1040131.0637003077,SARIMAX
2016-04-03,BEVERAGES,1238918.0,1111665.660561859,SARIMAX
2016-04-10,BEVERAGES,1177668.0,1233741.9520778693,SARIMAX
2016-04-17,BEVERAGES,1166211.0,1173479.1776018196,SARIMAX
2016-04-24,BEVERAGES,1943789.0,1218415.5867017263,SARIMAX
2016-05-01,BEVERAGES,1479159.0,1768835.926572462,SARIMAX
2016-05-08,BEVERAGES,1642374.0,1651842.9663494881,SARIMAX
2016-05-15,BEVERAGES,1301226.0,1575350.2406218452,SARIMAX
2016-05-22,BEVERAGES,1124359.0,1092786.9637898367,SARIMAX
2016-05-29,BEVERAGES,1056272.0,1224768.88234878,SARIMAX
2016-06-05,BEVERAGES,1200478.0,1124076.3267097217,SARIMAX
2016-06-12,BEVERAGES,999836.0,1102300.5227985214,SARIMAX
2016-06-19,BEVERAGES,1044342.0,1065455.2030746436,SARIMAX
2016-06-26,BEVERAGES,1439120.0,1071534.6475902623,SARIMAX
2016-07-03,BEVERAGES,1361018.0,1303948.390748769,SARIMAX
2016-07-10,BEVERAGES,1101970.0,1289722.9558571777,SARIMAX
2016-07-17,BEVERAGES,1043018.0,1102564.3301439758,SARIMAX
2016-07-24,BEVERAGES,1201161.0,1045389.1281272654,SARIMAX
2016-07-31,BEVERAGES,1055073.0,1163821.4808953323,SARIMAX
2016-08-07,BEVERAGES,1155476.0,1161634.4849145666,SARIMAX
2016-08-14,BEVERAGES,1080380.0,1212114.2949869626,SARIMAX
2016-08-21,BEVERAGES,1130612.0,1086856.967807943,SARIMAX
2016-08-28,BEVERAGES,1071620.0,1089203.0297347263,SARIMAX
2016-09-04,BEVERAGES,1253992.0,1155231.8698392354,SARIMAX
2016-09-11,BEVERAGES,1207442.0,1143531.1138799721,SARIMAX
2016-09-18,BEVERAGES,1084355.0,1240430.217258104,SARIMAX
2016-09-25,BEVERAGES,1062888.0,1191561.2809440347,SARIMAX
2016-10-02,BEVERAGES,1174809.0,1106264.331746055,SARIMAX
2016-10-09,BEVERAGES,1178384.0,1051120.2960792182,SARIMAX
2016-10-16,BEVERAGES,1113727.0,1072567.617129734,SARIMAX
2016-10-23,BEVERAGES,1111548.0,1112622.883332705,SARIMAX
2016-10-30,BEVERAGES,1078657.0,1238288.0536367735,SARIMAX
2016-11-06,BEVERAGES,1398627.0,1275974.3398307895,SARIMAX
2016-11-13,BEVERAGES,1534362.0,1321728.0913199007,SARIMAX
2016-11-20,BEVERAGES,1312090.0,1414478.8999392488,SARIMAX
2016-11-27,BEVERAGES,1272342.0,1402021.9050872913,SARIMAX
2016-12-04,BEVERAGES,1399914.0,1366456.3340593907,SARIMAX
2016-12-11,BEVERAGES,1342912.0,1355853.2762769829,SARIMAX
2016-12-18,BEVERAGES,1288254.0,1323802.8536907693,SARIMAX
2016-12-25,BEVERAGES,1449092.0,1205597.4011374435,SARIMAX
2017-01-01,BEVERAGES,1271454.0,1419519.7034325576,SARIMAX
2017-01-08,BEVERAGES,1714281.0,1263114.020375675,SARIMAX
2017-01-15,BEVERAGES,1395062.0,1467910.2429736468,SARIMAX
2017-01-22,BEVERAGES,1431048.0,1422179.6919954307,SARIMAX
2017-01-29,BEVERAGES,1285322.0,1327329.9659755267,SARIMAX
2017-02-05,BEVERAGES,1362405.0,1227379.6760076159,SARIMAX
2017-02-12,BEVERAGES,1263005.0,1223693.4282597506,SARIMAX
2017-02-19,BEVERAGES,1199955.0,1220855.489330131,SARIMAX
2017-02-26,BEVERAGES,1205691.0,1150498.3840933351,SARIMAX
2017-03-05,BEVERAGES,1483081.0,1238447.3253322875,SARIMAX
2017-03-12,BEVERAGES,1335778.0,1367516.1643208177,SARIMAX
2017-03-19,BEVERAGES,1426100.0,1349225.0787826467,SARIMAX
2017-03-26,BEVERAGES,1409934.0,1362573.7219197399,SARIMAX
2017-04-02,BEVERAGES,1457075.0,1343841.7989280238,SARIMAX
2017-04-09,BEVERAGES,1370345.0,1312995.6447474961,SARIMAX
2017-04-16,BEVERAGES,1492164.0,1395162.2636314386,SARIMAX
2017-04-23,BEVERAGES,1319957.0,1614333.3020474962,SARIMAX
2017-04-30,BEVERAGES,1325665.0,1289570.8018839716,SARIMAX
2017-05-07,BEVERAGES,1524916.0,1250272.63808861,SARIMAX
2017-05-14,BEVERAGES,1199891.0,1359235.8219471367,SARIMAX
2017-05-21,BEVERAGES,1317735.0,1249982.3661850141,SARIMAX
2017-05-28,BEVERAGES,1290194.0,1248912.3625482605,SARIMAX
2017-06-04,BEVERAGES,1493682.0,1277263.2710048598,SARIMAX
2017-06-11,BEVERAGES,1465103.0,1370392.0331237167,SARIMAX
2017-06-18,BEVERAGES,1313649.0,1386254.7127420467,SARIMAX
2017-06-25,BEVERAGES,1801429.0,1499678.4607402945,SARIMAX
2017-07-02,BEVERAGES,1326264.0,1608273.9267895496,SARIMAX
2017-07-09,BEVERAGES,1567989.0,1405195.524428066,SARIMAX
2017-07-16,BEVERAGES,1361851.0,1436381.4606623447,SARIMAX
2017-07-23,BEVERAGES,1348452.0,1356678.1117519175,SARIMAX
2017-07-30,BEVERAGES,1361379.0,,SARIMAX
2017-08-06,BEVERAGES,1436505.0,,SARIMAX
2017-08-13,BEVERAGES,1223297.0,,SARIMAX
2017-08-20,BEVERAGES,345605.0,,SARIMAX
2013-04-07,BREAD/BAKERY,142862.00215,151415.36334305324,SARIMAX
2013-04-14,BREAD/BAKERY,128565.75102,147897.2714256588,SARIMAX
2013-04-21,BREAD/BAKERY,133223.13897,144082.5383283362,SARIMAX
2013-04-28,BREAD/BAKERY,129895.29096,138979.52865999745,SARIMAX
2013-05-05,BREAD/BAKERY,150192.774225,135508.04816736458,SARIMAX
2013-05-12,BREAD/BAKERY,157700.57400999998,139731.4069459824,SARIMAX
2013-05-19,BREAD/BAKERY,141713.205044,146388.9385372173,SARIMAX
2013-05-26,BREAD/BAKERY,133782.81205,145628.79550257087,SARIMAX
2013-06-02,BREAD/BAKERY,146851.33301,143544.5375154839,SARIMAX
2013-06-09,BREAD/BAKERY,145425.22495,143893.97078297267,SARIMAX
2013-06-16,BREAD/BAKERY,133607.48303,143461.94116297405,SARIMAX
2013-06-23,BREAD/BAKERY,136035.82214,141621.76135108556,SARIMAX
2013-06-30,BREAD/BAKERY,168023.49882,140471.55168907263,SARIMAX
2013-07-07,BREAD/BAKERY,162708.881004,145432.4765935686,SARIMAX
2013-07-14,BREAD/BAKERY,127040.31505,148145.48223349827,SARIMAX
2013-07-21,BREAD/BAKERY,125461.99294,140131.2633766495,SARIMAX
2013-07-28,BREAD/BAKERY,121539.34999,137073.82037164774,SARIMAX
2013-08-04,BREAD/BAKERY,134399.79200000002,132669.7190201154,SARIMAX
2013-08-11,BREAD/BAKERY,127419.25701,134248.7796675396,SARIMAX
2013-08-18,BREAD/BAKERY,129215.11011,131680.64458614928,SARIMAX
2013-08-25,BREAD/BAKERY,126987.34902,132615.67343381973,SARIMAX
2013-09-01,BREAD/BAKERY,138544.32996,129987.03092679754,SARIMAX
2013-09-08,BREAD/BAKERY,149392.444026,132616.0213205625,SARIMAX
2013-09-15,BREAD/BAKERY,137717.30603,138644.78538470514,SARIMAX
2013-09-22,BREAD/BAKERY,138689.98287,140253.3781248335,SARIMAX
2013-09-29,BREAD/BAKERY,138586.33002,141812.5330780739,SARIMAX
2013-10-06,BREAD/BAKERY,150034.83014,140804.01708915475,SARIMAX
2013-10-13,BREAD/BAKERY,136577.74419,144251.98614647615,SARIMAX
2013-10-20,BREAD/BAKERY,144461.74205,142817.14405238623,SARIMAX
2013-10-27,BREAD/BAKERY,133457.55304,146030.87438726902,SARIMAX
2013-11-03,BREAD/BAKERY,133695.7719,143288.3216135378,SARIMAX
2013-11-10,BREAD/BAKERY,139485.37193999998,142089.08070675193,SARIMAX
2013-11-17,BREAD/BAKERY,134889.58908,142145.88013543427,SARIMAX
2013-11-24,BREAD/BAKERY,135015.68295,140392.183581662,SARIMAX
2013-12-01,BREAD/BAKERY,139446.27609,140365.47253196183,SARIMAX
2013-12-08,BREAD/BAKERY,141175.78395,138127.30854446843,SARIMAX
2013-12-15,BREAD/BAKERY,135805.54596,139373.72343686066,SARIMAX
2013-12-22,BREAD/BAKERY,155822.41996,137965.7927045704,SARIMAX
2013-12-29,BREAD/BAKERY,116948.671956,113158.36675042458,SARIMAX
2014-01-05,BREAD/BAKERY,148147.66395,146442.73625340514,SARIMAX
2014-01-12,BREAD/BAKERY,150693.08714,149293.0524800345,SARIMAX
2014-01-19,BREAD/BAKERY,145843.48405,149024.68356964528,SARIMAX
2014-01-26,BREAD/BAKERY,143995.53902,146079.36552509767,SARIMAX
2014-02-02,BREAD/BAKERY,140960.61586,144453.68202419297,SARIMAX
2014-02-09,BREAD/BAKERY,139088.874,142661.14712977334,SARIMAX
2014-02-16,BREAD/BAKERY,143258.05200999998,140364.83202101997,SARIMAX
2014-02-23,BREAD/BAKERY,136274.00206,139719.59771134265,SARIMAX
2014-03-02,BREAD/BAKERY,134169.13098000002,138413.20218386097,SARIMAX
2014-03-09,BREAD/BAKERY,154677.85195,137041.81770188524,SARIMAX
2014-03-16,BREAD/BAKERY,143328.28301,144488.8148496451,SARIMAX
2014-03-23,BREAD/BAKERY,145171.54604,143462.46831815477,SARIMAX
2014-03-30,BREAD/BAKERY,141425.14794,142723.88173591837,SARIMAX
2014-04-06,BREAD/BAKERY,147818.43792,143900.94005063197,SARIMAX
2014-04-13,BREAD/BAKERY,133594.64009,136689.66666884406,SARIMAX
2014-04-20,BREAD/BAKERY,130495.956074,135507.0683130276,SARIMAX
2014-04-27,BREAD/BAKERY,132481.01,135199.6370411389,SARIMAX
2014-05-04,BREAD/BAKERY,142335.3089,145140.3250679252,SARIMAX
2014-05-11,BREAD/BAKERY,129107.369894,148390.92528474168,SARIMAX
2014-05-18,BREAD/BAKERY,140314.36197,134397.51173789144,SARIMAX
2014-05-25,BREAD/BAKERY,140249.61509,131598.3950650012,SARIMAX
2014-06-01,BREAD/BAKERY,153867.42407,140083.43660992594,SARIMAX
2014-06-08,BREAD/BAKERY,157096.25206,144706.86383819487,SARIMAX
2014-06-15,BREAD/BAKERY,143689.93201,141375.1707311667,SARIMAX
2014-06-22,BREAD/BAKERY,148673.56612,141990.35642666408,SARIMAX
2014-06-29,BREAD/BAKERY,198442.235846,158593.2615287059,SARIMAX
2014-07-06,BREAD/BAKERY,177882.40984,169897.47810230742,SARIMAX
2014-07-13,BREAD/BAKERY,149369.32997,157889.46838242107,SARIMAX
2014-07-20,BREAD/BAKERY,154590.14301,153876.36821334076,SARIMAX
2014-07-27,BREAD/BAKERY,158613.14704,149549.18851836573,SARIMAX
2014-08-03,BREAD/BAKERY,176488.88078,159639.7180852735,SARIMAX
2014-08-10,BREAD/BAKERY,171475.89915,162862.48890605127,SARIMAX
2014-08-17,BREAD/BAKERY,166480.34412,165403.09137272934,SARIMAX
2014-08-24,BREAD/BAKERY,167991.91703,164562.4997616018,SARIMAX
2014-08-31,BREAD/BAKERY,173726.64205,168655.66119022612,SARIMAX
2014-09-07,BREAD/BAKERY,204241.16492,179010.68873498254,SARIMAX
2014-09-14,BREAD/BAKERY,193548.4952,183777.96052993776,SARIMAX
2014-09-21,BREAD/BAKERY,193008.84803,182803.870185269,SARIMAX
2014-09-28,BREAD/BAKERY,178632.81402,180191.88422564176,SARIMAX
2014-10-05,BREAD/BAKERY,198606.11204,183048.14162043092,SARIMAX
2014-10-12,BREAD/BAKERY,180524.88183,181460.26880187198,SARIMAX
2014-10-19,BREAD/BAKERY,179388.32494000002,184794.3562433295,SARIMAX
2014-10-26,BREAD/BAKERY,169020.66408000002,176014.10989018512,SARIMAX
2014-11-02,BREAD/BAKERY,148960.35008,172276.26826733537,SARIMAX
2014-11-09,BREAD/BAKERY,184131.74893,167802.33558927532,SARIMAX
2014-11-16,BREAD/BAKERY,170741.43005,171273.92902273883,SARIMAX
2014-11-23,BREAD/BAKERY,168690.83302999998,170695.0461043708,SARIMAX
2014-11-30,BREAD/BAKERY,169609.43794,174186.6848674842,SARIMAX
2014-12-07,BREAD/BAKERY,178910.54601,176879.35842605843,SARIMAX
2014-12-14,BREAD/BAKERY,171818.9741,178914.97106089676,SARIMAX
2014-12-21,BREAD/BAKERY,174409.58289,188335.13278387804,SARIMAX
2014-12-28,BREAD/BAKERY,195768.98779,151792.43495464372,SARIMAX
2015-01-04,BREAD/BAKERY,173237.35906,194864.23323225917,SARIMAX
2015-01-11,BREAD/BAKERY,191790.20114,191395.78643243358,SARIMAX
2015-01-18,BREAD/BAKERY,185699.00494,189989.62832859947,SARIMAX
2015-01-25,BREAD/BAKERY,185399.45203,188225.9503050971,SARIMAX
2015-02-01,BREAD/BAKERY,184963.39895,185783.94380210125,SARIMAX
2015-02-08,BREAD/BAKERY,178881.94197,180452.60233460748,SARIMAX
2015-02-15,BREAD/BAKERY,160047.83295,181427.51669381684,SARIMAX
2015-02-22,BREAD/BAKERY,188940.24405,172752.17798636845,SARIMAX
2015-03-01,BREAD/BAKERY,184009.2181,178094.23873747262,SARIMAX
2015-03-08,BREAD/BAKERY,191492.78399,188466.11595078264,SARIMAX
2015-03-15,BREAD/BAKERY,181661.65713,185150.51669156816,SARIMAX
2015-03-22,BREAD/BAKERY,191580.66901,185979.49222759603,SARIMAX
2015-03-29,BREAD/BAKERY,184022.86702,183445.78822459653,SARIMAX
2015-04-05,BREAD/BAKERY,194358.32812,186092.14501675058,SARIMAX
2015-04-12,BREAD/BAKERY,189033.48894,178540.75842898426,SARIMAX
2015-04-19,BREAD/BAKERY,186723.37804,178502.4265478476,SARIMAX
2015-04-26,BREAD/BAKERY,185657.38393,181240.11369734543,SARIMAX
2015-05-03,BREAD/BAKERY,200944.91808,188637.77324586106,SARIMAX
2015-05-10,BREAD/BAKERY,196605.38503,187281.87538235067,SARIMAX
2015-05-17,BREAD/BAKERY,195195.93005,189056.26016848328,SARIMAX
2015-05-24,BREAD/BAKERY,186406.85392,188561.0764393377,SARIMAX
2015-05-31,BREAD/BAKERY,195917.10002,193906.70785042617,SARIMAX
2015-06-07,BREAD/BAKERY,202234.92821,193751.1506784063,SARIMAX
2015-06-14,BREAD/BAKERY,189221.96881,195686.05836444552,SARIMAX
2015-06-21,BREAD/BAKERY,189350.96408,195123.76290819753,SARIMAX
2015-06-28,BREAD/BAKERY,235793.16492999997,216160.99211391225,SARIMAX
2015-07-05,BREAD/BAKERY,232736.55596,213990.5174683861,SARIMAX
2015-07-12,BREAD/BAKERY,192324.43998,204726.45902447437,SARIMAX
2015-07-19,BREAD/BAKERY,187456.621,203134.50770586816,SARIMAX
2015-07-26,BREAD/BAKERY,187086.39511,201574.99579543108,SARIMAX
2015-08-02,BREAD/BAKERY,196561.37802,205266.35673616402,SARIMAX
2015-08-09,BREAD/BAKERY,184007.60623,200339.01952675532,SARIMAX
2015-08-16,BREAD/BAKERY,197508.49803,195051.41679106466,SARIMAX
2015-08-23,BREAD/BAKERY,183990.38596,196859.2585898604,SARIMAX
2015-08-30,BREAD/BAKERY,190183.58503,197015.86616072728,SARIMAX
2015-09-06,BREAD/BAKERY,221204.82999,204796.40363015083,SARIMAX
2015-09-13,BREAD/BAKERY,197646.11309,203958.69226798712,SARIMAX
2015-09-20,BREAD/BAKERY,197338.99397,201903.77387867816,SARIMAX
2015-09-27,BREAD/BAKERY,191727.63598,195475.14355045962,SARIMAX
2015-10-04,BREAD/BAKERY,204268.11397,204791.12447123876,SARIMAX
2015-10-11,BREAD/BAKERY,191904.52405,192971.45660917688,SARIMAX
2015-10-18,BREAD/BAKERY,194682.682,193518.37785693008,SARIMAX
2015-10-25,BREAD/BAKERY,186352.22396,188465.88116669565,SARIMAX
2015-11-01,BREAD/BAKERY,161229.05585,179927.02149611132,SARIMAX
2015-11-08,BREAD/BAKERY,201621.513,188365.39657067723,SARIMAX
2015-11-15,BREAD/BAKERY,180402.89888,188607.99127133246,SARIMAX
2015-11-22,BREAD/BAKERY,182166.1379,187116.79513361357,SARIMAX
2015-11-29,BREAD/BAKERY,174510.00799,185392.64660872892,SARIMAX
2015-12-06,BREAD/BAKERY,188342.95097,186090.29126423987,SARIMAX
2015-12-13,BREAD/BAKERY,176139.80603,184888.79945548408,SARIMAX
2015-12-20,BREAD/BAKERY,178118.76806,187098.27939808858,SARIMAX
2015-12-27,BREAD/BAKERY,183140.88106,170882.872505445,SARIMAX
2016-01-03,BREAD/BAKERY,176071.08905,185842.9125938121,SARIMAX
2016-01-10,BREAD/BAKERY,195918.2121,191578.36010502838,SARIMAX
2016-01-17,BREAD/BAKERY,182528.048,193158.73357927112,SARIMAX
2016-01-24,BREAD/BAKERY,179658.60901,190391.4831987924,SARIMAX
