date,family,Actual_Sales,Forecasted_Sales,Model
2013-04-05,MEATS,20537.613997,,Seasonal Naive
2013-04-05,PERSONAL CARE,11001.0,10375.277996244124,SARIMAX
2013-04-05,POULTRY,10348.492984,23246.49144685638,SARIMAX
2013-04-05,PRODUCE,289.0,12494.194157625809,SARIMAX
2013-04-06,BEVERAGES,85635.0,115192.436771501,SARIMAX
2013-04-06,BREAD/BAKERY,23135.26602,24808.43679765079,SARIMAX
2013-04-06,CLEANING,65129.0,66367.84271516126,SARIMAX
2013-04-06,DAIRY,25030.0,,Seasonal Naive
2013-04-06,DELI,14187.958,15356.928136334323,SARIMAX
2013-04-06,GROCERY I,207627.0,215494.13855025268,SARIMAX
2013-04-06,MEATS,23106.060999,,Seasonal Naive
2013-04-06,PERSONAL CARE,16044.0,16339.214320813557,SARIMAX
2013-04-06,POULTRY,13598.484,23887.772917499624,SARIMAX
2013-04-06,PRODUCE,562.0,16155.349835520581,SARIMAX
2013-04-07,BEVERAGES,85682.0,128174.42473466657,SARIMAX
2013-04-07,BREAD/BAKERY,27236.49108,29397.474150601007,SARIMAX
2013-04-07,CLEANING,65394.0,69805.85910324496,SARIMAX
2013-04-07,DAIRY,25301.0,,Seasonal Naive
2013-04-07,DELI,15941.52,17480.20333877229,SARIMAX
2013-04-07,GROCERY I,217132.0,234688.6688944339,SARIMAX
2013-04-07,MEATS,20998.976934,,Seasonal Naive
2013-04-07,PERSONAL CARE,17984.0,18498.108834039842,SARIMAX
2013-04-07,POULTRY,15874.582913,26114.16992977092,SARIMAX
2013-04-07,PRODUCE,335.0,17688.12958281066,SARIMAX
2013-04-08,BEVERAGES,52047.0,67849.48791538675,SARIMAX
2013-04-08,BREAD/BAKERY,18608.311,20897.504191547545,SARIMAX
2013-04-08,CLEANING,46974.0,53469.915123542196,SARIMAX
2013-04-08,DAIRY,16770.0,,Seasonal Naive
2013-04-08,DELI,10111.33002,11727.300068796549,SARIMAX
2013-04-08,GROCERY I,148646.0,174564.06624649692,SARIMAX
2013-04-08,MEATS,14505.46699,,Seasonal Naive
2013-04-08,PERSONAL CARE,10882.0,12694.193265196573,SARIMAX
2013-04-08,POULTRY,9180.722956,11914.319991593935,SARIMAX
2013-04-08,PRODUCE,68.0,3737.2175430999027,SARIMAX
2013-04-09,BEVERAGES,47664.0,61213.36372116757,SARIMAX
2013-04-09,BREAD/BAKERY,16091.92599,18924.474317848217,SARIMAX
2013-04-09,CLEANING,39987.0,49267.27760356055,SARIMAX
2013-04-09,DAIRY,14774.0,,Seasonal Naive
2013-04-09,DELI,8530.881004,10614.005264668607,SARIMAX
2013-04-09,GROCERY I,128563.0,159858.8448133899,SARIMAX
2013-04-09,MEATS,16580.308984,,Seasonal Naive
2013-04-09,PERSONAL CARE,9196.0,11520.573211010678,SARIMAX
2013-04-09,POULTRY,7886.891002,11262.99639585523,SARIMAX
2013-04-09,PRODUCE,51.0,3841.9141410020316,SARIMAX
2013-04-10,BEVERAGES,49143.0,60747.142524339084,SARIMAX
2013-04-10,BREAD/BAKERY,16693.611,19222.499067692897,SARIMAX
2013-04-10,CLEANING,41838.0,49064.95017470301,SARIMAX
2013-04-10,DAIRY,17468.0,,Seasonal Naive
2013-04-10,DELI,8192.36199,10079.828124960904,SARIMAX
2013-04-10,GROCERY I,128249.0,157978.7477131795,SARIMAX
2013-04-10,MEATS,14642.17799,,Seasonal Naive
2013-04-10,PERSONAL CARE,9327.0,11103.070421872535,SARIMAX
2013-04-10,POULTRY,8164.493956,11186.639859331313,SARIMAX
2013-04-10,PRODUCE,88.0,4852.377693823156,SARIMAX
2013-04-11,BEVERAGES,47706.0,55584.67209409415,SARIMAX
2013-04-11,BREAD/BAKERY,15182.69697,17256.283129552925,SARIMAX
2013-04-11,CLEANING,36878.0,44299.285898471724,SARIMAX
2013-04-11,DAIRY,14694.0,,Seasonal Naive
2013-04-11,DELI,8043.862,9728.570440888694,SARIMAX
2013-04-11,GROCERY I,133566.0,144480.83690648054,SARIMAX
2013-04-11,MEATS,15014.20803,,Seasonal Naive
2013-04-11,PERSONAL CARE,7747.0,9969.440319875814,SARIMAX
2013-04-11,POULTRY,6950.238996,10237.250983078316,SARIMAX
2013-04-11,PRODUCE,128.0,3095.6865337053764,SARIMAX
2013-04-12,BEVERAGES,55103.0,63327.68078807516,SARIMAX
2013-04-12,BREAD/BAKERY,15295.96302,18650.058342020086,SARIMAX
2013-04-12,CLEANING,39870.0,48121.85925503298,SARIMAX
2013-04-12,DAIRY,16546.0,,Seasonal Naive
2013-04-12,DELI,8531.25098,11536.290354560084,SARIMAX
2013-04-12,GROCERY I,119148.0,154741.66277651748,SARIMAX
2013-04-12,MEATS,17962.606974,,Seasonal Naive
2013-04-12,PERSONAL CARE,8479.0,10496.497517799911,SARIMAX
2013-04-12,POULTRY,9726.889066,15229.89403395145,SARIMAX
2013-04-12,PRODUCE,302.0,3422.305396379828,SARIMAX
2013-04-13,BEVERAGES,78856.0,89376.6238054262,SARIMAX
2013-04-13,BREAD/BAKERY,21598.36303,24232.019985948107,SARIMAX
2013-04-13,CLEANING,56316.0,66890.09181218098,SARIMAX
2013-04-13,DAIRY,23140.0,,Seasonal Naive
2013-04-13,DELI,12908.271,14586.797495438828,SARIMAX
2013-04-13,GROCERY I,182298.0,214317.84604508258,SARIMAX
2013-04-13,MEATS,18232.883039,,Seasonal Naive
2013-04-13,PERSONAL CARE,14377.0,16530.11347004922,SARIMAX
2013-04-13,POULTRY,12267.050979,15650.028352550049,SARIMAX
2013-04-13,PRODUCE,560.0,4425.138606379091,SARIMAX
2013-04-14,BEVERAGES,81527.0,99449.21439340028,SARIMAX
2013-04-14,BREAD/BAKERY,25094.88001,28714.43239104903,SARIMAX
2013-04-14,CLEANING,58948.0,70355.1619793354,SARIMAX
2013-04-14,DAIRY,23543.0,,Seasonal Naive
2013-04-14,DELI,14594.74498,16603.593115636504,SARIMAX
2013-04-14,GROCERY I,199989.0,233407.60146435857,SARIMAX
2013-04-14,MEATS,18499.07499,,Seasonal Naive
2013-04-14,PERSONAL CARE,15565.0,18714.231419223677,SARIMAX
2013-04-14,POULTRY,14216.171872,17108.64806090106,SARIMAX
2013-04-14,PRODUCE,334.0,4844.984843313937,SARIMAX
2013-04-15,BEVERAGES,52278.0,67647.39728586635,SARIMAX
2013-04-15,BREAD/BAKERY,18994.583,20358.49221301348,SARIMAX
2013-04-15,CLEANING,44373.0,52546.74258642251,SARIMAX
2013-04-15,DAIRY,16801.0,,Seasonal Naive
2013-04-15,DELI,10137.304,11255.672592874018,SARIMAX
2013-04-15,GROCERY I,141263.0,171824.151847077,SARIMAX
2013-04-15,MEATS,15273.94901,,Seasonal Naive
2013-04-15,PERSONAL CARE,10226.0,12467.30041031944,SARIMAX
2013-04-15,POULTRY,9598.817041,10600.358394513807,SARIMAX
2013-04-15,PRODUCE,71.0,4023.2056859279846,SARIMAX
2013-04-16,BEVERAGES,50665.0,61031.038878496685,SARIMAX
2013-04-16,BREAD/BAKERY,17362.891,18436.352949321044,SARIMAX
2013-04-16,CLEANING,45225.0,48416.66473916433,SARIMAX
2013-04-16,DAIRY,16303.0,,Seasonal Naive
2013-04-16,DELI,9404.714,10187.150278180843,SARIMAX
2013-04-16,GROCERY I,139074.0,157349.73993174516,SARIMAX
2013-04-16,MEATS,16476.334996,,Seasonal Naive
2013-04-16,PERSONAL CARE,10284.0,11314.657349241517,SARIMAX
2013-04-16,POULTRY,9545.88104,10020.865519510873,SARIMAX
2013-04-16,PRODUCE,47.0,4135.9141229187235,SARIMAX
2013-04-17,BEVERAGES,48816.0,60566.20632789175,SARIMAX
2013-04-17,BREAD/BAKERY,17636.59999,18726.690708958977,SARIMAX
2013-04-17,CLEANING,42197.0,48217.830548053586,SARIMAX
2013-04-17,DAIRY,18094.0,,Seasonal Naive
2013-04-17,DELI,8763.861996,9674.455714566353,SARIMAX
2013-04-17,GROCERY I,144229.0,155499.15237051345,SARIMAX
2013-04-17,MEATS,16576.570968,,Seasonal Naive
2013-04-17,PERSONAL CARE,9835.0,10904.616901172849,SARIMAX
2013-04-17,POULTRY,8594.797006,9952.929904764218,SARIMAX
2013-04-17,PRODUCE,80.0,5223.702742192115,SARIMAX
2013-04-18,BEVERAGES,41733.0,55419.11238656637,SARIMAX
2013-04-18,BREAD/BAKERY,15266.875,16811.189628120996,SARIMAX
2013-04-18,CLEANING,34874.0,43534.44675367427,SARIMAX
2013-04-18,DAIRY,14322.0,,Seasonal Naive
2013-04-18,DELI,8194.984996,9337.324280693721,SARIMAX
2013-04-18,GROCERY I,120743.0,142213.10143266708,SARIMAX
2013-04-18,MEATS,14731.399966,,Seasonal Naive
2013-04-18,PERSONAL CARE,7553.0,9791.249021819443,SARIMAX
2013-04-18,POULTRY,7495.189993,9108.243648968924,SARIMAX
2013-04-18,PRODUCE,84.0,3332.581933114732,SARIMAX
2013-04-19,BEVERAGES,51501.0,63139.058423047296,SARIMAX
2013-04-19,BREAD/BAKERY,16040.26896,18169.01501959434,SARIMAX
2013-04-19,CLEANING,39745.0,47291.022348021965,SARIMAX
2013-04-19,DAIRY,16648.0,,Seasonal Naive
2013-04-19,DELI,9017.997,11072.344564010447,SARIMAX
2013-04-19,GROCERY I,120012.0,152312.87591821371,SARIMAX
2013-04-19,MEATS,18017.591975,,Seasonal Naive
2013-04-19,PERSONAL CARE,8087.0,10308.885730404654,SARIMAX
2013-04-19,POULTRY,9507.357984,13550.27690915281,SARIMAX
2013-04-19,PRODUCE,311.0,3684.195091912338,SARIMAX
2013-04-20,BEVERAGES,76492.0,89110.4143066637,SARIMAX
2013-04-20,BREAD/BAKERY,21825.18,23607.000418214946,SARIMAX
2013-04-20,CLEANING,57204.0,65735.21629716016,SARIMAX
2013-04-20,DAIRY,23846.0,,Seasonal Naive
2013-04-20,DELI,13356.20703,14000.171891573566,SARIMAX
2013-04-20,GROCERY I,186817.0,210953.96615239957,SARIMAX
2013-04-20,MEATS,19941.431025,,Seasonal Naive
2013-04-20,PERSONAL CARE,13733.0,16234.658330970373,SARIMAX
2013-04-20,POULTRY,12551.315994,13924.077038251422,SARIMAX
2013-04-20,PRODUCE,515.0,4763.769461340099,SARIMAX
2013-04-21,BEVERAGES,77845.0,99153.00354554338,SARIMAX
2013-04-21,BREAD/BAKERY,26096.74102,27973.797391112425,SARIMAX
2013-04-21,CLEANING,60431.0,69140.46109129653,SARIMAX
2013-04-21,DAIRY,24814.0,,Seasonal Naive
2013-04-21,DELI,15573.165,15935.859650436962,SARIMAX
2013-04-21,GROCERY I,203746.0,229744.09349311772,SARIMAX
2013-04-21,MEATS,19526.803,,Seasonal Naive
2013-04-21,PERSONAL CARE,15929.0,18379.737898853182,SARIMAX
2013-04-21,POULTRY,14540.00707,15221.833996326324,SARIMAX
2013-04-21,PRODUCE,251.0,5215.744158603953,SARIMAX
2013-04-22,BEVERAGES,47858.0,59442.973710819555,SARIMAX
2013-04-22,BREAD/BAKERY,18352.981,19637.450067302092,SARIMAX
2013-04-22,CLEANING,43780.0,50851.65475736213,SARIMAX
2013-04-22,DAIRY,16751.0,,Seasonal Naive
2013-04-22,DELI,10232.786,10803.347814459414,SARIMAX
2013-04-22,GROCERY I,138701.0,166751.543950433,SARIMAX
2013-04-22,MEATS,15155.86497,,Seasonal Naive
2013-04-22,PERSONAL CARE,9849.0,12050.003752328113,SARIMAX
2013-04-22,POULTRY,8992.139009,10138.316575701438,SARIMAX
2013-04-22,PRODUCE,59.0,4967.514706559188,SARIMAX
2013-04-23,BEVERAGES,43351.0,53629.061651370575,SARIMAX
2013-04-23,BREAD/BAKERY,16632.44497,17783.38772230027,SARIMAX
2013-04-23,CLEANING,41287.0,46854.807712763984,SARIMAX
2013-04-23,DAIRY,15475.0,,Seasonal Naive
2013-04-23,DELI,8877.497,9777.765547572058,SARIMAX
2013-04-23,GROCERY I,126857.0,152704.44691133776,SARIMAX
2013-04-23,MEATS,15099.199994,,Seasonal Naive
2013-04-23,PERSONAL CARE,8714.0,10935.941144228334,SARIMAX
2013-04-23,POULTRY,8319.521975,9584.082275172152,SARIMAX
2013-04-23,PRODUCE,46.0,5106.677568717367,SARIMAX
2013-04-24,BEVERAGES,47338.0,53220.60500419495,SARIMAX
2013-04-24,BREAD/BAKERY,16730.10398,18063.442512109206,SARIMAX
2013-04-24,CLEANING,42082.0,46662.38764745368,SARIMAX
2013-04-24,DAIRY,17442.0,,Seasonal Naive
2013-04-24,DELI,8551.534,9285.674324448131,SARIMAX
2013-04-24,GROCERY I,125819.0,150908.49256072062,SARIMAX
2013-04-24,MEATS,16448.004954,,Seasonal Naive
2013-04-24,PERSONAL CARE,8470.0,10539.625279909864,SARIMAX
2013-04-24,POULTRY,7886.022994,9519.107795684462,SARIMAX
2013-04-24,PRODUCE,114.0,6449.787115109325,SARIMAX
2013-04-25,BEVERAGES,42482.0,48697.76181854519,SARIMAX
2013-04-25,BREAD/BAKERY,14878.694,16215.78324367013,SARIMAX
2013-04-25,CLEANING,34759.0,42130.08356758977,SARIMAX
2013-04-25,DAIRY,14590.0,,Seasonal Naive
2013-04-25,DELI,7924.317,8962.090983758273,SARIMAX
2013-04-25,GROCERY I,108821.0,138014.6736006146,SARIMAX
2013-04-25,MEATS,14354.508025,,Seasonal Naive
2013-04-25,PERSONAL CARE,6906.0,9463.523262441402,SARIMAX
2013-04-25,POULTRY,7251.42798,8711.239198257726,SARIMAX
2013-04-25,PRODUCE,121.0,4114.790805119479,SARIMAX
2013-04-26,BEVERAGES,51952.0,55481.41599752657,SARIMAX
2013-04-26,BREAD/BAKERY,15935.37704,17525.518171295495,SARIMAX
2013-04-26,CLEANING,36166.0,45765.4770437795,SARIMAX
2013-04-26,DAIRY,16443.0,,Seasonal Naive
2013-04-26,DELI,8601.293,10627.387076119683,SARIMAX
2013-04-26,GROCERY I,117492.0,147816.2816453031,SARIMAX
2013-04-26,MEATS,18678.605903,,Seasonal Naive
2013-04-26,PERSONAL CARE,6739.0,9963.83400137504,SARIMAX
2013-04-26,POULTRY,9402.678013,12959.655879607577,SARIMAX
2013-04-26,PRODUCE,257.0,4548.93304732601,SARIMAX
2013-04-27,BEVERAGES,78796.0,78302.90931382154,SARIMAX
2013-04-27,BREAD/BAKERY,21680.035,22770.90499143875,SARIMAX
2013-04-27,CLEANING,55782.0,63614.68589696065,SARIMAX
2013-04-27,DAIRY,22549.0,,Seasonal Naive
2013-04-27,DELI,12832.29801,13437.555611083,SARIMAX
2013-04-27,GROCERY I,180046.0,204726.16439676855,SARIMAX
2013-04-27,MEATS,17957.89596,,Seasonal Naive
2013-04-27,PERSONAL CARE,12022.0,15691.263334284688,SARIMAX
2013-04-27,POULTRY,12145.848971,13317.163041516475,SARIMAX
2013-04-27,PRODUCE,515.0,5881.900331527835,SARIMAX
2013-04-28,BEVERAGES,83114.0,87127.51147246228,SARIMAX
2013-04-28,BREAD/BAKERY,25685.65497,26983.041951881507,SARIMAX
2013-04-28,CLEANING,57879.0,66910.0820359493,SARIMAX
2013-04-28,DAIRY,24204.0,,Seasonal Naive
2013-04-28,DELI,14489.697,15295.455078808463,SARIMAX
2013-04-28,GROCERY I,197889.0,222961.56792652735,SARIMAX
2013-04-28,MEATS,18906.985956,,Seasonal Naive
2013-04-28,PERSONAL CARE,14453.0,17764.54431664035,SARIMAX
2013-04-28,POULTRY,14644.298005,14558.354177666368,SARIMAX
2013-04-28,PRODUCE,354.0,6439.960528028319,SARIMAX
2013-04-29,BEVERAGES,48706.0,57598.11632539,SARIMAX
2013-04-29,BREAD/BAKERY,18232.122,19146.93879926875,SARIMAX
2013-04-29,CLEANING,42202.0,49525.68278137561,SARIMAX
2013-04-29,DAIRY,16189.0,,Seasonal Naive
2013-04-29,DELI,9441.506,10465.228696913442,SARIMAX
2013-04-29,GROCERY I,142972.0,165403.0066754537,SARIMAX
2013-04-29,MEATS,15102.675018,,Seasonal Naive
2013-04-29,PERSONAL CARE,9045.0,11683.628157393421,SARIMAX
2013-04-29,POULTRY,8312.002013,9842.118067649179,SARIMAX
2013-04-29,PRODUCE,120.0,4955.951992915766,SARIMAX
2013-04-30,BEVERAGES,46729.0,51964.64339829823,SARIMAX
2013-04-30,BREAD/BAKERY,15844.914,17339.187888223118,SARIMAX
2013-04-30,CLEANING,40010.0,45633.054708583375,SARIMAX
2013-04-30,DAIRY,16337.0,,Seasonal Naive
2013-04-30,DELI,9026.345,9471.744718168455,SARIMAX
2013-04-30,GROCERY I,128434.0,151469.50998759782,SARIMAX
2013-04-30,MEATS,16870.93394,,Seasonal Naive
2013-04-30,PERSONAL CARE,8543.0,10603.438181968813,SARIMAX
2013-04-30,POULTRY,8383.902962,9304.07613709595,SARIMAX
2013-04-30,PRODUCE,297.0,5094.790930451676,SARIMAX
2013-05-01,BEVERAGES,75080.0,51568.8635102941,SARIMAX
2013-05-01,BREAD/BAKERY,23562.219005,17612.24736908933,SARIMAX
2013-05-01,CLEANING,67713.0,45445.652053531136,SARIMAX
2013-05-01,DAIRY,25021.0,,Seasonal Naive
2013-05-01,DELI,14765.52,8995.054781106252,SARIMAX
2013-05-01,GROCERY I,217274.0,149688.07970871392,SARIMAX
2013-05-01,MEATS,21064.793944,,Seasonal Naive
2013-05-01,PERSONAL CARE,16146.0,10219.17214465091,SARIMAX
2013-05-01,POULTRY,14286.17595,9240.999935664784,SARIMAX
2013-05-01,PRODUCE,507.0,6434.774166808525,SARIMAX
2013-05-02,BEVERAGES,51235.0,47186.39016372368,SARIMAX
2013-05-02,BREAD/BAKERY,18009.849,15810.739596264479,SARIMAX
2013-05-02,CLEANING,46745.0,41031.52914643779,SARIMAX
2013-05-02,DAIRY,16765.0,,Seasonal Naive
2013-05-02,DELI,9985.768,8681.598830137216,SARIMAX
2013-05-02,GROCERY I,147836.0,136898.53441871982,SARIMAX
2013-05-02,MEATS,18399.034,,Seasonal Naive
2013-05-02,PERSONAL CARE,9857.0,9175.78858312353,SARIMAX
2013-05-02,POULTRY,9714.145061,8456.733824062328,SARIMAX
2013-05-02,PRODUCE,89.0,4105.212947661029,SARIMAX
2013-05-03,BEVERAGES,56825.0,53759.50853450043,SARIMAX
2013-05-03,BREAD/BAKERY,18154.389,17087.75949531254,SARIMAX
2013-05-03,CLEANING,47378.0,44572.12865979362,SARIMAX
2013-05-03,DAIRY,18885.0,,Seasonal Naive
2013-05-03,DELI,10587.424,10294.775111596271,SARIMAX
2013-05-03,GROCERY I,155859.0,146620.87582821047,SARIMAX
2013-05-03,MEATS,21085.02202,,Seasonal Naive
2013-05-03,PERSONAL CARE,9393.0,9660.887572053058,SARIMAX
2013-05-03,POULTRY,11378.700001,12581.029831806847,SARIMAX
2013-05-03,PRODUCE,247.0,4538.344651857371,SARIMAX
2013-05-04,BEVERAGES,82517.0,75872.7196458048,SARIMAX
2013-05-04,BREAD/BAKERY,24772.47412,22202.12516293061,SARIMAX
2013-05-04,CLEANING,67928.0,61955.914099601534,SARIMAX
2013-05-04,DAIRY,25054.0,,Seasonal Naive
2013-05-04,DELI,15583.73799,13016.992048451684,SARIMAX
2013-05-04,GROCERY I,218874.0,203070.52237204075,SARIMAX
2013-05-04,MEATS,21334.01095,,Seasonal Naive
2013-05-04,PERSONAL CARE,15537.0,15214.176682899639,SARIMAX
2013-05-04,POULTRY,13927.779953,12928.092154359554,SARIMAX
2013-05-04,PRODUCE,466.0,5868.209233820001,SARIMAX
2013-05-05,BEVERAGES,91697.0,84423.44364106418,SARIMAX
2013-05-05,BREAD/BAKERY,31616.8071,26309.04985627576,SARIMAX
2013-05-05,CLEANING,73366.0,65165.3818071375,SARIMAX
2013-05-05,DAIRY,27558.0,,Seasonal Naive
2013-05-05,DELI,18570.216,14816.743677256725,SARIMAX
2013-05-05,GROCERY I,250530.0,221158.454275441,SARIMAX
2013-05-05,MEATS,21989.97404,,Seasonal Naive
2013-05-05,PERSONAL CARE,17828.0,17224.420377550676,SARIMAX
2013-05-05,POULTRY,16896.579859999998,14133.02096234183,SARIMAX
2013-05-05,PRODUCE,304.0,6424.970452737306,SARIMAX
2013-05-06,BEVERAGES,53947.0,62723.74884848368,SARIMAX
2013-05-06,BREAD/BAKERY,19272.15503,19743.6885359462,SARIMAX
2013-05-06,CLEANING,48727.0,50450.585268300936,SARIMAX
2013-05-06,DAIRY,17747.0,,Seasonal Naive
2013-05-06,DELI,11213.929006,10766.371928095135,SARIMAX
2013-05-06,GROCERY I,160731.0,172364.38176604113,SARIMAX
2013-05-06,MEATS,17868.49203,,Seasonal Naive
2013-05-06,PERSONAL CARE,10211.0,11996.975932910598,SARIMAX
2013-05-06,POULTRY,10161.437,10282.414024334916,SARIMAX
2013-05-06,PRODUCE,89.0,4981.791005324635,SARIMAX
2013-05-07,BEVERAGES,45921.0,56588.9554981693,SARIMAX
2013-05-07,BREAD/BAKERY,17735.625,17879.59572651908,SARIMAX
2013-05-07,CLEANING,41774.0,46485.26155189498,SARIMAX
2013-05-07,DAIRY,16070.0,,Seasonal Naive
2013-05-07,DELI,9297.07302,9744.299852123495,SARIMAX
2013-05-07,GROCERY I,135374.0,157844.46105411687,SARIMAX
2013-05-07,MEATS,15465.032054,,Seasonal Naive
2013-05-07,PERSONAL CARE,8614.0,10887.815921690983,SARIMAX
2013-05-07,POULTRY,8628.016045,9720.30230667675,SARIMAX
2013-05-07,PRODUCE,60.0,5121.353812065686,SARIMAX
2013-05-08,BEVERAGES,48987.0,56157.95532180574,SARIMAX
2013-05-08,BREAD/BAKERY,17824.74299,18161.16561079821,SARIMAX
2013-05-08,CLEANING,46704.0,46294.35911305421,SARIMAX
2013-05-08,DAIRY,18516.0,,Seasonal Naive
2013-05-08,DELI,9029.38601,9253.89287627732,SARIMAX
2013-05-08,GROCERY I,138804.0,155988.0550863486,SARIMAX
2013-05-08,MEATS,14854.31599,,Seasonal Naive
2013-05-08,PERSONAL CARE,8630.0,10493.244103807461,SARIMAX
2013-05-08,POULTRY,8565.045975,9654.404334945497,SARIMAX
2013-05-08,PRODUCE,98.0,6468.323363770502,SARIMAX
2013-05-09,BEVERAGES,44287.0,51385.487486702536,SARIMAX
2013-05-09,BREAD/BAKERY,16828.75602,16303.510518533622,SARIMAX
2013-05-09,CLEANING,39983.0,41797.80153721764,SARIMAX
2013-05-09,DAIRY,16190.0,,Seasonal Naive
2013-05-09,DELI,9330.701,8931.41704235668,SARIMAX
2013-05-09,GROCERY I,128308.0,142660.23166108216,SARIMAX
2013-05-09,MEATS,14965.96999,,Seasonal Naive
2013-05-09,PERSONAL CARE,7695.0,9421.877632039234,SARIMAX
2013-05-09,POULTRY,8958.417018,8835.053377222444,SARIMAX
2013-05-09,PRODUCE,158.0,4126.616433499328,SARIMAX
2013-05-10,BEVERAGES,51200.0,58543.54493967192,SARIMAX
2013-05-10,BREAD/BAKERY,16991.624,17620.33110303214,SARIMAX
2013-05-10,CLEANING,40397.0,45404.52248719384,SARIMAX
2013-05-10,DAIRY,19498.0,,Seasonal Naive
2013-05-10,DELI,9370.728,10591.013438648724,SARIMAX
2013-05-10,GROCERY I,133719.0,152791.76070670213,SARIMAX
2013-05-10,MEATS,18891.910986,,Seasonal Naive
2013-05-10,PERSONAL CARE,7306.0,9919.986679748361,SARIMAX
2013-05-10,POULTRY,10857.287957,13143.853456540126,SARIMAX
2013-05-10,PRODUCE,466.0,4562.006370926219,SARIMAX
2013-05-11,BEVERAGES,86983.0,82624.60155171837,SARIMAX
2013-05-11,BREAD/BAKERY,24601.89897,22894.09542948646,SARIMAX
2013-05-11,CLEANING,57758.0,63112.9537568519,SARIMAX
2013-05-11,DAIRY,29665.0,,Seasonal Naive
2013-05-11,DELI,15549.113,13391.563800227474,SARIMAX
2013-05-11,GROCERY I,206691.0,211617.2235746803,SARIMAX
2013-05-11,MEATS,20946.813036,,Seasonal Naive
2013-05-11,PERSONAL CARE,12324.0,15622.211614830876,SARIMAX
2013-05-11,POULTRY,14943.808068,13506.4419225802,SARIMAX
2013-05-11,PRODUCE,1260.0,5898.804512270491,SARIMAX
2013-05-12,BEVERAGES,139632.0,91936.25093485852,SARIMAX
2013-05-12,BREAD/BAKERY,44445.772,27129.02002166669,SARIMAX
2013-05-12,CLEANING,87148.0,66382.35894526038,SARIMAX
2013-05-12,DAIRY,39630.0,,Seasonal Naive
2013-05-12,DELI,26257.294,15243.104361364469,SARIMAX
2013-05-12,GROCERY I,320138.0,230466.42869265785,SARIMAX
2013-05-12,MEATS,28493.68603,,Seasonal Naive
2013-05-12,PERSONAL CARE,21208.0,17686.368818323575,SARIMAX
2013-05-12,POULTRY,23812.557978,14765.274298737762,SARIMAX
2013-05-12,PRODUCE,1870.0,6458.4685357478365,SARIMAX
