family,replication_id,ending_inventory
GROCERY I,335,1019969.4809437211
GROCERY I,336,928304.9303696556
GROCERY I,337,1053838.9133381909
GROCERY I,338,1042783.3417570646
GROCERY I,339,947286.5943847466
GROCERY I,340,1124577.7700823266
GROCERY I,341,843331.953024501
GROCERY I,342,979696.8928732921
GROCERY I,343,946982.7969546528
GROCERY I,344,1059477.7201438912
GROCERY I,345,1181626.444670391
GROCERY I,346,979932.5384650715
GROCERY I,347,1130424.2307387823
GROCERY I,348,952277.0182849792
GROCERY I,349,984281.5433601647
GROCERY I,350,1014011.4036998836
GROCERY I,351,1032962.7541003814
GROCERY I,352,1057327.491424473
GROCERY I,353,894429.4690945428
GROCERY I,354,928412.0853381439
GROCERY I,355,1036350.277050903
GROCERY I,356,1125632.990542168
GROCERY I,357,1052290.8043239312
GROCERY I,358,1123885.8056813753
GROCERY I,359,1029545.1529034001
GROCERY I,360,982163.6606494314
GROCERY I,361,982372.128079202
GROCERY I,362,1030186.1956074821
GROCERY I,363,1074279.0745863908
GROCERY I,364,1152602.6951180752
GROCERY I,365,784576.9295180722
GROCERY I,366,851960.2116200795
GROCERY I,367,1113946.0234664432
GROCERY I,368,982977.999159983
GROCERY I,369,1117276.496403281
GROCERY I,370,1063689.1488959158
GROCERY I,371,871694.1366251764
GROCERY I,372,785911.4059749945
GROCERY I,373,1133149.5882922057
GROCERY I,374,1026475.011887413
GROCERY I,375,866572.0689673914
GROCERY I,376,943796.149130965
GROCERY I,377,992559.2902277072
GROCERY I,378,1020834.9659713272
GROCERY I,379,989756.3614839074
GROCERY I,380,878955.2680468818
GROCERY I,381,976348.8536113896
GROCERY I,382,843307.0762487596
GROCERY I,383,1151400.9270815603
GROCERY I,384,934952.9386921038
GROCERY I,385,774279.1113933956
GROCERY I,386,1051542.715937685
GROCERY I,387,960797.3720698389
GROCERY I,388,1000055.7022745218
GROCERY I,389,925485.4195980018
GROCERY I,390,924276.4425230529
GROCERY I,391,887726.304260175
GROCERY I,392,851245.1284819032
GROCERY I,393,1008714.5946581806
GROCERY I,394,931400.9186898448
GROCERY I,395,1038406.7335648381
GROCERY I,396,1179214.1284442195
GROCERY I,397,1048444.8435205928
GROCERY I,398,892989.776722963
GROCERY I,399,604436.4577400049
GROCERY I,400,1021982.5150436771
GROCERY I,401,816703.6705640701
GROCERY I,402,829143.8223153257
GROCERY I,403,946684.6499971701
GROCERY I,404,921539.4625293224
GROCERY I,405,1048052.4806364502
GROCERY I,406,1000615.2714214922
GROCERY I,407,1030186.1956074821
GROCERY I,408,1055131.0042699538
GROCERY I,409,1040005.8684075301
GROCERY I,410,815877.8132320549
GROCERY I,411,931914.9625555864
GROCERY I,412,1092996.0917441025
GROCERY I,413,1088472.9686546004
GROCERY I,414,787385.2435722137
GROCERY I,415,1000172.9091362233
GROCERY I,416,1007917.7941129095
GROCERY I,417,1152447.2681597094
GROCERY I,418,991121.5060427586
GROCERY I,419,1075728.766134283
GROCERY I,420,1120160.0656853078
GROCERY I,421,993042.8289278417
GROCERY I,422,971136.6867388613
GROCERY I,423,1122034.302546002
GROCERY I,424,884487.7600520081
GROCERY I,425,1082276.178309246
GROCERY I,426,953865.8939705539
GROCERY I,427,973627.627035234
GROCERY I,428,803736.9498669599
GROCERY I,429,713268.3705895955
GROCERY I,430,1020633.7309312623
GROCERY I,431,845946.6248186327
GROCERY I,432,1135899.2226121551
GROCERY I,433,984373.3154691653
GROCERY I,434,913188.6309967896
GROCERY I,435,1065412.1149676149
GROCERY I,436,901255.3423359207
GROCERY I,437,982426.0517289327
GROCERY I,438,1202029.8421062394
GROCERY I,439,612965.9492824005
GROCERY I,440,1060924.0572840194
GROCERY I,441,927825.9758171171
GROCERY I,442,1016645.5010237119
GROCERY I,443,1245786.6647045852
GROCERY I,444,861991.4615358411
GROCERY I,445,1008627.8467577547
GROCERY I,446,1068178.0836754008
GROCERY I,447,898581.4997043144
GROCERY I,448,1112335.8697494552
GROCERY I,449,1079601.5778951994
GROCERY I,450,906522.4751161624
GROCERY I,451,1058197.8742168946
GROCERY I,452,1081539.0159992566
GROCERY I,453,1146072.4917559326
GROCERY I,454,1043437.5735474676
GROCERY I,455,1043765.9311876332
GROCERY I,456,947362.6996614159
GROCERY I,457,1148882.2045744741
GROCERY I,458,715943.7948401594
GROCERY I,459,790396.6906768823
GROCERY I,460,959052.1467495025
GROCERY I,461,975510.6131195785
GROCERY I,462,831007.9337946912
GROCERY I,463,1018187.0755320007
GROCERY I,464,1035712.215554094
GROCERY I,465,1030186.1956074821
GROCERY I,466,1264668.4610485644
GROCERY I,467,1114759.106587174
GROCERY I,468,959052.1467495025
GROCERY I,469,795508.5158379707
GROCERY I,470,1059931.3369879597
GROCERY I,471,878545.1985732948
GROCERY I,472,877182.5506653609
GROCERY I,473,987431.355254191
GROCERY I,474,889190.4926884763
GROCERY I,475,965680.2992525387
GROCERY I,476,949227.1491661448
GROCERY I,477,1051772.727367396
GROCERY I,478,1124956.406985907
GROCERY I,479,820699.180314013
GROCERY I,480,931770.1274143045
GROCERY I,481,841355.6380627619
GROCERY I,482,1053098.716901396
GROCERY I,483,975695.398451414
GROCERY I,484,1062603.4085077117
GROCERY I,485,809144.4338220505
GROCERY I,486,1216013.6620090827
GROCERY I,487,1240727.3657177635
GROCERY I,488,1137654.2441674669
GROCERY I,489,925995.5918644473
GROCERY I,490,1024486.9417782633
GROCERY I,491,1109483.0461856155
GROCERY I,492,813201.7262015247
GROCERY I,493,964709.3635435742
GROCERY I,494,1126086.3412703103
GROCERY I,495,1009957.9338619593
GROCERY I,496,850263.7985134755
GROCERY I,497,1072445.1460070156
GROCERY I,498,710470.9302626648
GROCERY I,499,931021.8224978345
GROCERY I,500,953166.7832411083
GROCERY I,501,857538.7662000266
GROCERY I,502,999118.6825058192
GROCERY I,503,936621.1262789923
GROCERY I,504,874647.9945476638
GROCERY I,505,956318.1671044565
GROCERY I,506,1047029.6064418533
GROCERY I,507,1029291.9634886876
GROCERY I,508,1131712.2210106216
GROCERY I,509,949718.2711731135
GROCERY I,510,876131.8809553401
GROCERY I,511,1231045.2494406495
GROCERY I,512,1167285.0336189063
GROCERY I,513,1095504.070613774
GROCERY I,514,820828.6622214357
GROCERY I,515,742163.4661528901
GROCERY I,516,825223.0572746412
GROCERY I,517,925540.6571987417
GROCERY I,518,874664.6700680823
GROCERY I,519,1094836.1616390834
GROCERY I,520,1082591.0460515944
GROCERY I,521,1094269.5756468019
GROCERY I,522,847436.764835941
GROCERY I,523,920549.5902235993
GROCERY I,524,1003871.4046090395
GROCERY I,525,945373.4492999142
GROCERY I,526,991381.1382297901
GROCERY I,527,995530.2742627776
GROCERY I,528,766972.4345244247
GROCERY I,529,1148949.297222652
GROCERY I,530,915154.8310458033
GROCERY I,531,429543.1893655942
GROCERY I,532,1071362.9465593935
GROCERY I,533,909267.6735010404
GROCERY I,534,973782.6556401271
GROCERY I,535,861393.3929167807
GROCERY I,536,991237.3657893382
GROCERY I,537,960415.7650796649
GROCERY I,538,1186201.807954649
GROCERY I,539,960602.3259226689
GROCERY I,540,1003247.3460170637
GROCERY I,541,987431.355254191
GROCERY I,542,996800.3772660742
GROCERY I,543,992489.1805370614
GROCERY I,544,1185770.163666037
GROCERY I,545,687673.0591348561
GROCERY I,546,843188.6774982208
GROCERY I,547,1059083.8788823849
GROCERY I,548,759471.917329946
GROCERY I,549,907839.6818596795
GROCERY I,550,1104587.0679872106
GROCERY I,551,813201.7262015247
GROCERY I,552,1002561.4234169587
GROCERY I,553,840624.3678022265
GROCERY I,554,1013693.0632024949
GROCERY I,555,1123288.1922631634
GROCERY I,556,860757.0524187223
GROCERY I,557,1066366.6728617419
GROCERY I,558,889072.171702441
GROCERY I,559,1012111.2682809696
GROCERY I,560,984817.2347659087
GROCERY I,561,1065461.8316190578
GROCERY I,562,861240.3091213185
GROCERY I,563,1143317.779277883
GROCERY I,564,878257.2693583928
GROCERY I,565,1154206.5664548283
GROCERY I,566,928565.7477472182
GROCERY I,567,1132171.2540290984
GROCERY I,568,933693.5093842081
GROCERY I,569,827098.5066350615
GROCERY I,570,1067135.151165252
GROCERY I,571,907385.0786428672
GROCERY I,572,912760.2165911434
GROCERY I,573,894008.8398124183
GROCERY I,574,1061866.1395331617
GROCERY I,575,851656.4935536569
GROCERY I,576,1065083.2786680004
GROCERY I,577,881321.7204731643
GROCERY I,578,933190.2035447398
GROCERY I,579,1187968.9088253258
GROCERY I,580,807334.2551827761
GROCERY I,581,1020563.736902608
GROCERY I,582,1067293.3567206827
GROCERY I,583,970906.4455857995
GROCERY I,584,980199.6840489017
GROCERY I,585,993980.244392432
GROCERY I,586,881680.971281441
GROCERY I,587,1163395.0515991058
GROCERY I,588,1019969.4809437211
GROCERY I,589,1079536.9023912675
GROCERY I,590,718063.9477607165
GROCERY I,591,938975.3554771629
GROCERY I,592,986549.2601737258
GROCERY I,593,1050928.9514870245
GROCERY I,594,1020834.9659713272
GROCERY I,595,818671.8516503713
GROCERY I,596,980486.2442888026
GROCERY I,597,950253.7183795922
GROCERY I,598,955258.6133472854
GROCERY I,599,950959.7429170689
GROCERY I,600,1021154.2310492303
GROCERY I,601,1130182.026217789
GROCERY I,602,1072381.66672748
GROCERY I,603,1103701.1922009755
GROCERY I,604,1073342.6171794832
GROCERY I,605,966136.64491523
GROCERY I,606,899301.8075593841
GROCERY I,607,787385.2435722137
GROCERY I,608,1123071.6952395374
GROCERY I,609,1095665.4010051535
GROCERY I,610,1023774.1633479085
GROCERY I,611,1030600.6961125825
GROCERY I,612,1029575.254260993
GROCERY I,613,801931.6435361559
GROCERY I,614,1113133.8564154392
GROCERY I,615,933250.2814085323
GROCERY I,616,1007700.0458901724
GROCERY I,617,1027939.459808452
GROCERY I,618,925872.782325874
GROCERY I,619,796547.2314559575
GROCERY I,620,886913.5037217587
GROCERY I,621,954889.5589315044
GROCERY I,622,1266137.142133117
GROCERY I,623,854845.0820457396
GROCERY I,624,1091728.647550121
GROCERY I,625,834286.1648908522
GROCERY I,626,941513.0145379795
GROCERY I,627,950670.4492671732
GROCERY I,628,921372.8633174888
GROCERY I,629,951473.4262301449
GROCERY I,630,1081810.914086395
GROCERY I,631,742163.4661528901
GROCERY I,632,1067777.600626143
GROCERY I,633,878670.2356342254
GROCERY I,634,858279.0481081328
GROCERY I,635,1030034.4109559415
GROCERY I,636,944771.9028029478
GROCERY I,637,915594.91491419
GROCERY I,638,693918.8373484069
GROCERY I,639,896830.6979730031
GROCERY I,640,998356.2998728448
GROCERY I,641,962670.9266562464
GROCERY I,642,1091043.597878568
GROCERY I,643,848254.6597408776
GROCERY I,644,1063981.3823792147
GROCERY I,645,845008.4941023965
GROCERY I,646,376347.30357437837
GROCERY I,647,1103892.2935799768
GROCERY I,648,740379.8723362966
GROCERY I,649,1129449.961621297
GROCERY I,650,1043741.300102822
GROCERY I,651,1105356.662081178
GROCERY I,652,1179875.8703453983
GROCERY I,653,833567.8244003591
GROCERY I,654,930272.0451668854
GROCERY I,655,907104.297463395
GROCERY I,656,1019885.8726913921
GROCERY I,657,878530.324410919
GROCERY I,658,777413.30176143
GROCERY I,659,1069131.5645152307
GROCERY I,660,828918.6708969681
GROCERY I,661,1041994.3803213144
GROCERY I,662,827098.5066350615
GROCERY I,663,1020083.1784279593
GROCERY I,664,944254.4896256684
GROCERY I,665,987431.355254191
GROCERY I,666,925598.3661026641
GROCERY I,667,911826.6437264825
GROCERY I,668,1065228.6206509955
GROCERY I,669,968983.0440395233
GROCERY I,670,842441.1734204963
GROCERY I,671,1036380.9624344399
GROCERY I,672,1115256.4842801122
GROCERY I,673,1144591.9874350312
GROCERY I,674,1048288.2332468112
GROCERY I,675,956667.5258961576
GROCERY I,676,1033820.3689632118
GROCERY I,677,1043774.041109415
GROCERY I,678,865373.0596922466
GROCERY I,679,1024486.9417782633
GROCERY I,680,993178.9511889382
GROCERY I,681,914250.8315713091
GROCERY I,682,968108.6608698566
GROCERY I,683,984874.542166569
GROCERY I,684,1127024.8341161532
GROCERY I,685,909267.6735010404
GROCERY I,686,952075.7844745344
GROCERY I,687,978917.9097068612
GROCERY I,688,1020834.9659713272
GROCERY I,689,1129295.4762435327
GROCERY I,690,950744.1536899146
GROCERY I,691,1036930.0758688179
GROCERY I,692,920497.2020623962
GROCERY I,693,948439.3712548072
GROCERY I,694,952548.1692919624
GROCERY I,695,1142910.6130080894
GROCERY I,696,970906.4455857995
GROCERY I,697,940672.8614270898
GROCERY I,698,875498.5263508927
GROCERY I,699,925481.4097396162
GROCERY I,700,1028721.1472928207
GROCERY I,701,861608.1040400666
GROCERY I,702,766852.0296448001
GROCERY I,703,1016976.0235091553
GROCERY I,704,909267.6735010404
GROCERY I,705,980902.1808676058
GROCERY I,706,1055285.5444046683
GROCERY I,707,870422.6672298328
GROCERY I,708,1099091.635472177
GROCERY I,709,1138018.7846850806
GROCERY I,710,966555.9402889409
GROCERY I,711,983639.8057316671
GROCERY I,712,827345.1106922772
GROCERY I,713,947914.5383789428
GROCERY I,714,847986.3171496352
GROCERY I,715,965700.4787704367
GROCERY I,716,1185857.2249662331
GROCERY I,717,1018614.581992972
GROCERY I,718,1186782.648255387
GROCERY I,719,1033399.6235326205
GROCERY I,720,979446.722885926
GROCERY I,721,1123885.8056813753
GROCERY I,722,911322.8867049203
GROCERY I,723,1083112.2848918957
GROCERY I,724,872121.9521750563
GROCERY I,725,940186.7619434118
GROCERY I,726,1155994.2960795872
GROCERY I,727,1168726.8928355058
GROCERY I,728,925619.3807993971
GROCERY I,729,1149057.1380542074
GROCERY I,730,980808.7677815577
GROCERY I,731,1169931.1119662975
GROCERY I,732,745114.9951778408
GROCERY I,733,1115931.6633888313
GROCERY I,734,829353.9639177702
GROCERY I,735,871643.7216849201
GROCERY I,736,1209101.2749802372
GROCERY I,737,831206.354037453
GROCERY I,738,1027712.6191371472
GROCERY I,739,978341.2889397906
GROCERY I,740,1103892.2935799768
GROCERY I,741,1000106.977510335
GROCERY I,742,1040005.8684075301
GROCERY I,743,1146854.7799449705
GROCERY I,744,1095734.733838105
GROCERY I,745,929727.5758898447
GROCERY I,746,1129349.6873161232
GROCERY I,747,1093768.9686015297
GROCERY I,748,773631.9292367583
GROCERY I,749,985536.2451125305
GROCERY I,750,955171.1372441469
GROCERY I,751,909648.843219036
GROCERY I,752,1029075.1606318532
GROCERY I,753,403096.5483226697
GROCERY I,754,1085514.751268175
GROCERY I,755,1020834.9659713272
GROCERY I,756,934795.2751798772
GROCERY I,757,1151093.694977906
GROCERY I,758,996964.250901307
GROCERY I,759,1069923.6452153989
GROCERY I,760,749744.8791377941
GROCERY I,761,1084520.2213243884
GROCERY I,762,931770.1274143045
GROCERY I,763,978096.3090121243
GROCERY I,764,1029398.5391232758
GROCERY I,765,947682.6249528775
GROCERY I,766,873845.2914227063
GROCERY I,767,964560.4373110422
GROCERY I,768,867390.3855842663
GROCERY I,769,1034995.0840373941
GROCERY I,770,1019596.6216438035
GROCERY I,771,1009957.9338619593
GROCERY I,772,703026.6738784993
GROCERY I,773,1199155.8683633404
GROCERY I,774,1063267.735976739
GROCERY I,775,847997.8430582291
GROCERY I,776,998292.9023355542
GROCERY I,777,872345.7943584492
GROCERY I,778,934075.7337692657
GROCERY I,779,1108766.565533888
GROCERY I,780,1018614.581992972
GROCERY I,781,1022891.1727644873
GROCERY I,782,1045380.7090623648
GROCERY I,783,1199746.5445200892
GROCERY I,784,911128.6522274202
GROCERY I,785,1078962.476896285
GROCERY I,786,849770.2478713599
GROCERY I,787,1054093.0926543223
GROCERY I,788,1071392.1925338577
GROCERY I,789,1034215.2160580177
GROCERY I,790,831972.7841494968
GROCERY I,791,983638.3292979335
GROCERY I,792,829376.1933130997
GROCERY I,793,1103335.864216621
GROCERY I,794,1077476.739973778
GROCERY I,795,1073761.965700942
GROCERY I,796,955843.222120706
GROCERY I,797,1010124.4268434806
GROCERY I,798,924089.3323703596
GROCERY I,799,904320.533042209
GROCERY I,800,1033222.888699329
GROCERY I,801,1019885.8726913921
GROCERY I,802,902934.4937302325
GROCERY I,803,1065149.7963065626
GROCERY I,804,941943.5652262863
GROCERY I,805,962593.5426080778
GROCERY I,806,1021185.2737667233
