date,family,Actual_Sales,Fitted_Sales
2015-09-27,BEVERAGES,1237289.0,1241544.989190757
2015-10-04,BEVERAGES,1360042.0,1254042.9612670545
2015-10-11,BEVERAGES,1262961.0,1243002.4741696164
2015-10-18,BEVERAGES,1178516.0,1227497.085548177
2015-10-25,BEVERAGES,1123046.0,1154452.8211367726
2015-11-01,BEVERAGES,1012480.0,1116915.3799292718
2015-11-08,BEVERAGES,1300124.0,1127563.8805003064
2015-11-15,BEVERAGES,1111074.0,1210245.49391136
2015-11-22,BEVERAGES,1123847.0,1164261.8820705775
2015-11-29,BEVERAGES,1114457.0,1110190.8955852448
2015-12-06,BEVERAGES,1281595.0,1137734.6080808379
2015-12-13,BEVERAGES,1188989.0,1231401.6288097969
2015-12-20,BEVERAGES,1223513.0,1220817.4722181687
2015-12-27,BEVERAGES,1367373.0,1119039.1666244017
2016-01-03,BEVERAGES,1326089.0,1258170.0457993895
2016-01-10,BEVERAGES,1361790.0,1212270.995506012
2016-01-17,BEVERAGES,1160667.0,1289753.6467709902
2016-01-24,BEVERAGES,1125070.0,1166932.8362520675
2016-01-31,BEVERAGES,1105470.0,1128039.8541130894
2016-02-07,BEVERAGES,1148425.0,1161295.0383717017
2016-02-14,BEVERAGES,1133897.0,1184383.6302869178
2016-02-21,BEVERAGES,1168159.0,1110479.7108913881
2016-02-28,BEVERAGES,1121933.0,1157866.522273919
2016-03-06,BEVERAGES,1267907.0,1095107.6155471762
2016-03-13,BEVERAGES,1109723.0,1159245.025078389
2016-03-20,BEVERAGES,1111627.0,1096481.4534769803
2016-03-27,BEVERAGES,1104068.0,1044619.0496165141
2016-04-03,BEVERAGES,1238918.0,1112652.9115495675
2016-04-10,BEVERAGES,1177668.0,1229987.294004269
2016-04-17,BEVERAGES,1166211.0,1172863.8470577376
2016-04-24,BEVERAGES,1943789.0,1214221.5664530164
2016-05-01,BEVERAGES,1479159.0,1761241.3294617387
2016-05-08,BEVERAGES,1642374.0,1647856.4935226957
2016-05-15,BEVERAGES,1301226.0,1576902.9195946811
2016-05-22,BEVERAGES,1124359.0,1104870.3576269413
2016-05-29,BEVERAGES,1056272.0,1223975.5841308816
2016-06-05,BEVERAGES,1200478.0,1123822.0217018132
2016-06-12,BEVERAGES,999836.0,1102938.241666518
2016-06-19,BEVERAGES,1044342.0,1065031.8851175965
2016-06-26,BEVERAGES,1439120.0,1073064.5498790117
2016-07-03,BEVERAGES,1361018.0,1306441.09091581
2016-07-10,BEVERAGES,1101970.0,1289982.7926185133
2016-07-17,BEVERAGES,1043018.0,1105931.5599766283
2016-07-24,BEVERAGES,1201161.0,1046293.5577120418
2016-07-31,BEVERAGES,1055073.0,1165107.024863418
2016-08-07,BEVERAGES,1155476.0,1156312.8395165892
2016-08-14,BEVERAGES,1080380.0,1205309.7980966629
2016-08-21,BEVERAGES,1130612.0,1083186.4797871162
2016-08-28,BEVERAGES,1071620.0,1089758.5385800118
2016-09-04,BEVERAGES,1253992.0,1158560.075627285
2016-09-11,BEVERAGES,1207442.0,1146005.3500823602
2016-09-18,BEVERAGES,1084355.0,1237754.4954352062
2016-09-25,BEVERAGES,1062888.0,1184889.6102226842
2016-10-02,BEVERAGES,1174809.0,1104245.0259182919
2016-10-09,BEVERAGES,1178384.0,1055165.395843449
2016-10-16,BEVERAGES,1113727.0,1076925.9526043278
2016-10-23,BEVERAGES,1111548.0,1111535.8277123987
2016-10-30,BEVERAGES,1078657.0,1225151.976700318
2016-11-06,BEVERAGES,1398627.0,1267653.9805422116
2016-11-13,BEVERAGES,1534362.0,1315622.6145581447
2016-11-20,BEVERAGES,1312090.0,1414950.9810863785
2016-11-27,BEVERAGES,1272342.0,1395186.3589712873
2016-12-04,BEVERAGES,1399914.0,1358578.1193020295
2016-12-11,BEVERAGES,1342912.0,1349535.004467612
2016-12-18,BEVERAGES,1288254.0,1321675.170724784
2016-12-25,BEVERAGES,1449092.0,1202223.2424209279
2017-01-01,BEVERAGES,1271454.0,1420056.4635300115
2017-01-08,BEVERAGES,1714281.0,1267770.4086732746
2017-01-15,BEVERAGES,1395062.0,1467963.4216881196
2017-01-22,BEVERAGES,1431048.0,1421843.7065747215
2017-01-29,BEVERAGES,1285322.0,1330480.2489824467
2017-02-05,BEVERAGES,1362405.0,1232847.8405490164
2017-02-12,BEVERAGES,1263005.0,1229855.138558244
2017-02-19,BEVERAGES,1199955.0,1225434.6526384668
2017-02-26,BEVERAGES,1205691.0,1153938.8707228766
2017-03-05,BEVERAGES,1483081.0,1237909.5359634191
2017-03-12,BEVERAGES,1335778.0,1367891.3889043224
2017-03-19,BEVERAGES,1426100.0,1350262.0175599614
2017-03-26,BEVERAGES,1409934.0,1363791.7566629052
2017-04-02,BEVERAGES,1457075.0,1348655.4227266074
2017-04-09,BEVERAGES,1370345.0,1319150.6706211395
2017-04-16,BEVERAGES,1492164.0,1391267.9294675486
2017-04-23,BEVERAGES,1319957.0,1616031.3501736475
2017-04-30,BEVERAGES,1325665.0,1290419.3181734974
2017-05-07,BEVERAGES,1524916.0,1255987.6608381236
2017-05-14,BEVERAGES,1199891.0,1358692.4099836305
2017-05-21,BEVERAGES,1317735.0,1248540.1518608932
2017-05-28,BEVERAGES,1290194.0,1247624.3829203923
2017-06-04,BEVERAGES,1493682.0,1280476.4505923488
2017-06-11,BEVERAGES,1465103.0,1370660.8766480125
2017-06-18,BEVERAGES,1313649.0,1390986.4759002903
2017-06-25,BEVERAGES,1801429.0,1495922.0821688408
2017-07-02,BEVERAGES,1326264.0,1608640.030501003
2017-07-09,BEVERAGES,1567989.0,1400977.608147425
2017-07-16,BEVERAGES,1361851.0,1434158.491391827
2017-07-23,BEVERAGES,1348452.0,1361314.5520548231
2017-07-30,BEVERAGES,1361379.0,1234842.9770950186
2017-08-06,BEVERAGES,1436505.0,1269082.0706413432
2017-08-13,BEVERAGES,1223297.0,1313753.8257072857
2017-08-20,BEVERAGES,345605.0,265803.60499953706
2013-04-07,BREAD/BAKERY,142862.00215,152326.57384730055
2013-04-14,BREAD/BAKERY,128565.75102,148364.55147170406
2013-04-21,BREAD/BAKERY,133223.13897,144534.05865534893
2013-04-28,BREAD/BAKERY,129895.29096,139255.38380205433
2013-05-05,BREAD/BAKERY,150192.774225,135691.96308254072
2013-05-12,BREAD/BAKERY,157700.57400999998,139734.0286539167
2013-05-19,BREAD/BAKERY,141713.205044,146322.92004236524
2013-05-26,BREAD/BAKERY,133782.81205,145666.00151102364
2013-06-02,BREAD/BAKERY,146851.33301,143712.11903273384
2013-06-09,BREAD/BAKERY,145425.22495,143974.41081830396
2013-06-16,BREAD/BAKERY,133607.48303,143495.0430543191
2013-06-23,BREAD/BAKERY,136035.82214,141757.487560123
2013-06-30,BREAD/BAKERY,168023.49882,140617.15851409742
2013-07-07,BREAD/BAKERY,162708.881004,145256.6451715509
2013-07-14,BREAD/BAKERY,127040.31505,147889.19757268508
2013-07-21,BREAD/BAKERY,125461.99294,140107.0088020225
2013-07-28,BREAD/BAKERY,121539.34999,137213.29936211364
2013-08-04,BREAD/BAKERY,134399.79200000002,132867.3486294616
2013-08-11,BREAD/BAKERY,127419.25701,134378.28888744037
2013-08-18,BREAD/BAKERY,129215.11011,131778.4788378582
2013-08-25,BREAD/BAKERY,126987.34902,132722.3971754913
2013-09-01,BREAD/BAKERY,138544.32996,130041.53663082373
2013-09-08,BREAD/BAKERY,149392.444026,132569.99844764936
2013-09-15,BREAD/BAKERY,137717.30603,138526.31094015902
2013-09-22,BREAD/BAKERY,138689.98287,140254.94928568116
2013-09-29,BREAD/BAKERY,138586.33002,141902.27674804445
2013-10-06,BREAD/BAKERY,150034.83014,140900.16899080234
2013-10-13,BREAD/BAKERY,136577.74419,144291.14079833447
2013-10-20,BREAD/BAKERY,144461.74205,142947.02348790196
2013-10-27,BREAD/BAKERY,133457.55304,146206.61829259718
2013-11-03,BREAD/BAKERY,133695.7719,143539.9659028259
2013-11-10,BREAD/BAKERY,139485.37193999998,142373.60367957692
2013-11-17,BREAD/BAKERY,134889.58908,142371.87613212847
2013-11-24,BREAD/BAKERY,135015.68295,140596.37917105842
2013-12-01,BREAD/BAKERY,139446.27609,140570.34972068423
2013-12-08,BREAD/BAKERY,141175.78395,138193.92218105638
2013-12-15,BREAD/BAKERY,135805.54596,139392.1103093629
2013-12-22,BREAD/BAKERY,155822.41996,137981.87451826112
2013-12-29,BREAD/BAKERY,116948.671956,113070.61402177977
2014-01-05,BREAD/BAKERY,148147.66395,146412.10873664147
2014-01-12,BREAD/BAKERY,150693.08714,149359.4540220798
2014-01-19,BREAD/BAKERY,145843.48405,149071.61163367494
2014-01-26,BREAD/BAKERY,143995.53902,146104.16639617187
2014-02-02,BREAD/BAKERY,140960.61586,144478.28882308525
2014-02-09,BREAD/BAKERY,139088.874,142697.3961474318
2014-02-16,BREAD/BAKERY,143258.05200999998,140388.20057330624
2014-02-23,BREAD/BAKERY,136274.00206,139677.84088928683
2014-03-02,BREAD/BAKERY,134169.13098000002,138409.06035571967
2014-03-09,BREAD/BAKERY,154677.85195,137067.11993652585
2014-03-16,BREAD/BAKERY,143328.28301,144461.03796752705
2014-03-23,BREAD/BAKERY,145171.54604,143465.53420094322
2014-03-30,BREAD/BAKERY,141425.14794,142710.09520308068
2014-04-06,BREAD/BAKERY,147818.43792,143918.0909105458
2014-04-13,BREAD/BAKERY,133594.64009,136514.255874641
2014-04-20,BREAD/BAKERY,130495.956074,135366.5225856942
2014-04-27,BREAD/BAKERY,132481.01,135212.2231892342
2014-05-04,BREAD/BAKERY,142335.3089,145401.30588421808
2014-05-11,BREAD/BAKERY,129107.369894,148686.74857573505
2014-05-18,BREAD/BAKERY,140314.36197,134547.29469253845
2014-05-25,BREAD/BAKERY,140249.61509,131531.57332035105
2014-06-01,BREAD/BAKERY,153867.42407,140061.51361987682
2014-06-08,BREAD/BAKERY,157096.25206,144638.75098686892
2014-06-15,BREAD/BAKERY,143689.93201,141144.96003026154
2014-06-22,BREAD/BAKERY,148673.56612,141819.7184867093
2014-06-29,BREAD/BAKERY,198442.235846,158727.62791380612
2014-07-06,BREAD/BAKERY,177882.40984,169856.43529317054
2014-07-13,BREAD/BAKERY,149369.32997,157703.4430560008
2014-07-20,BREAD/BAKERY,154590.14301,153909.04189251928
2014-07-27,BREAD/BAKERY,158613.14704,149532.57061878464
2014-08-03,BREAD/BAKERY,176488.88078,159802.19453450007
2014-08-10,BREAD/BAKERY,171475.89915,162913.03668451263
2014-08-17,BREAD/BAKERY,166480.34412,165517.28394884508
2014-08-24,BREAD/BAKERY,167991.91703,164737.10672525404
2014-08-31,BREAD/BAKERY,173726.64205,168914.13680501882
2014-09-07,BREAD/BAKERY,204241.16492,179142.62090418683
2014-09-14,BREAD/BAKERY,193548.4952,183527.2327894629
2014-09-21,BREAD/BAKERY,193008.84803,182692.08170376293
2014-09-28,BREAD/BAKERY,178632.81402,180254.19366899022
2014-10-05,BREAD/BAKERY,198606.11204,183484.20138950605
2014-10-12,BREAD/BAKERY,180524.88183,181763.5067324771
2014-10-19,BREAD/BAKERY,179388.32494000002,185282.13286027982
2014-10-26,BREAD/BAKERY,169020.66408000002,176360.4184861668
2014-11-02,BREAD/BAKERY,148960.35008,172674.77367324318
2014-11-09,BREAD/BAKERY,184131.74893,168389.23636727684
2014-11-16,BREAD/BAKERY,170741.43005,171607.09168949185
2014-11-23,BREAD/BAKERY,168690.83302999998,171012.51202834604
2014-11-30,BREAD/BAKERY,169609.43794,174602.53907312299
2014-12-07,BREAD/BAKERY,178910.54601,177397.9989697451
2014-12-14,BREAD/BAKERY,171818.9741,179433.7305785109
2014-12-21,BREAD/BAKERY,174409.58289,189065.2073363808
2014-12-28,BREAD/BAKERY,195768.98779,152386.58503897022
2015-01-04,BREAD/BAKERY,173237.35906,195056.04713632763
2015-01-11,BREAD/BAKERY,191790.20114,191795.40418525029
2015-01-18,BREAD/BAKERY,185699.00494,190338.46929437196
2015-01-25,BREAD/BAKERY,185399.45203,188678.65901451325
2015-02-01,BREAD/BAKERY,184963.39895,186237.923141509
2015-02-08,BREAD/BAKERY,178881.94197,180818.5349883847
2015-02-15,BREAD/BAKERY,160047.83295,181835.88518047912
2015-02-22,BREAD/BAKERY,188940.24405,173227.11451448448
2015-03-01,BREAD/BAKERY,184009.2181,178419.02335535895
2015-03-08,BREAD/BAKERY,191492.78399,188882.1074061515
2015-03-15,BREAD/BAKERY,181661.65713,185442.74552835422
2015-03-22,BREAD/BAKERY,191580.66901,186377.78147372307
2015-03-29,BREAD/BAKERY,184022.86702,183690.1854918419
2015-04-05,BREAD/BAKERY,194358.32812,186376.95708805934
2015-04-12,BREAD/BAKERY,189033.48894,178790.353148481
2015-04-19,BREAD/BAKERY,186723.37804,178579.44238501956
2015-04-26,BREAD/BAKERY,185657.38393,181223.58452940296
2015-05-03,BREAD/BAKERY,200944.91808,188439.22082129918
2015-05-10,BREAD/BAKERY,196605.38503,186890.0941242239
2015-05-17,BREAD/BAKERY,195195.93005,189262.08952318123
2015-05-24,BREAD/BAKERY,186406.85392,188983.48927521612
2015-05-31,BREAD/BAKERY,195917.10002,194344.22216741828
2015-06-07,BREAD/BAKERY,202234.92821,194192.73063610346
2015-06-14,BREAD/BAKERY,189221.96881,195590.72851242666
2015-06-21,BREAD/BAKERY,189350.96408,195272.44827226238
2015-06-28,BREAD/BAKERY,235793.16492999997,216610.53115483857
2015-07-05,BREAD/BAKERY,232736.55596,214130.15885831366
2015-07-12,BREAD/BAKERY,192324.43998,204939.10973945126
2015-07-19,BREAD/BAKERY,187456.621,203524.87745267944
2015-07-26,BREAD/BAKERY,187086.39511,202145.5774652607
2015-08-02,BREAD/BAKERY,196561.37802,205882.64943327662
2015-08-09,BREAD/BAKERY,184007.60623,200932.23565245493
2015-08-16,BREAD/BAKERY,197508.49803,195587.59570286592
2015-08-23,BREAD/BAKERY,183990.38596,197299.8848324148
2015-08-30,BREAD/BAKERY,190183.58503,197446.00981460934
2015-09-06,BREAD/BAKERY,221204.82999,205268.00582425666
2015-09-13,BREAD/BAKERY,197646.11309,204240.52789242615
2015-09-20,BREAD/BAKERY,197338.99397,202244.54566691915
2015-09-27,BREAD/BAKERY,191727.63598,195662.74737956448
2015-10-04,BREAD/BAKERY,204268.11397,205021.30585038767
2015-10-11,BREAD/BAKERY,191904.52405,192980.03255729727
2015-10-18,BREAD/BAKERY,194682.682,193499.8697764403
2015-10-25,BREAD/BAKERY,186352.22396,188600.79055109687
2015-11-01,BREAD/BAKERY,161229.05585,179842.2822273525
2015-11-08,BREAD/BAKERY,201621.513,188748.72054721075
2015-11-15,BREAD/BAKERY,180402.89888,188774.90758847367
2015-11-22,BREAD/BAKERY,182166.1379,187328.01322137335
2015-11-29,BREAD/BAKERY,174510.00799,185510.2585134038
2015-12-06,BREAD/BAKERY,188342.95097,186302.63144728605
2015-12-13,BREAD/BAKERY,176139.80603,184997.60651795406
2015-12-20,BREAD/BAKERY,178118.76806,187037.46021403908
2015-12-27,BREAD/BAKERY,183140.88106,171646.95900648052
2016-01-03,BREAD/BAKERY,176071.08905,185593.4019277526
2016-01-10,BREAD/BAKERY,195918.2121,191662.02713763595
2016-01-17,BREAD/BAKERY,182528.048,193249.62866843006
2016-01-24,BREAD/BAKERY,179658.60901,190561.3157919998
2016-01-31,BREAD/BAKERY,181073.05817,185842.2098466012
2016-02-07,BREAD/BAKERY,175972.32191,184541.04774334584
2016-02-14,BREAD/BAKERY,180902.920135,179518.13608174238
2016-02-21,BREAD/BAKERY,182927.07098,190124.68836052055
2016-02-28,BREAD/BAKERY,180036.50104,186425.62710245003
2016-03-06,BREAD/BAKERY,208739.09508,191962.46276826275
2016-03-13,BREAD/BAKERY,188368.65788,190230.81889618988
2016-03-20,BREAD/BAKERY,186109.40308,192866.83034535413
2016-03-27,BREAD/BAKERY,173456.62206,187043.5106109778
2016-04-03,BREAD/BAKERY,203391.40587,189916.89012700287
2016-04-10,BREAD/BAKERY,189286.85797,189657.26723744633
2016-04-17,BREAD/BAKERY,185350.82696,188238.94176081638
2016-04-24,BREAD/BAKERY,240823.04185,189124.79490472577
2016-05-01,BREAD/BAKERY,248059.20297,224148.72448948407
2016-05-08,BREAD/BAKERY,275656.02288,274591.4539703259
2016-05-15,BREAD/BAKERY,231434.05008,253699.86470494195
2016-05-22,BREAD/BAKERY,205358.574,226285.43543932686
2016-05-29,BREAD/BAKERY,198463.98531,227361.37791823086
2016-06-05,BREAD/BAKERY,227332.3252,213777.70732861792
2016-06-12,BREAD/BAKERY,205444.94803,197207.72395499787
2016-06-19,BREAD/BAKERY,202993.61704,202391.6826303976
2016-06-26,BREAD/BAKERY,269624.24697,227485.57746952478
2016-07-03,BREAD/BAKERY,256075.33104,239806.54265363404
2016-07-10,BREAD/BAKERY,207133.10017,219067.21793538443
2016-07-17,BREAD/BAKERY,199282.97507,210770.21225014987
2016-07-24,BREAD/BAKERY,225813.88087,210250.38060184557
2016-07-31,BREAD/BAKERY,194237.92702,214909.20968156733
2016-08-07,BREAD/BAKERY,207357.05095,203845.08959401943
2016-08-14,BREAD/BAKERY,190311.51505,213168.2845596927
2016-08-21,BREAD/BAKERY,198473.409,198310.34802898215
2016-08-28,BREAD/BAKERY,186978.93398,198673.26415961582
2016-09-04,BREAD/BAKERY,207899.94497,219756.31839793033
2016-09-11,BREAD/BAKERY,209132.40805,207444.37127708015
2016-09-18,BREAD/BAKERY,198622.511,210129.75260060502
2016-09-25,BREAD/BAKERY,192085.799,203037.22724773883
2016-10-02,BREAD/BAKERY,202512.92698,204252.56600695165
2016-10-09,BREAD/BAKERY,204507.92398,186838.95991461928
2016-10-16,BREAD/BAKERY,195100.11502,192901.52215862632
2016-10-23,BREAD/BAKERY,188838.2909,186423.01419981112
2016-10-30,BREAD/BAKERY,180011.614,179648.7222891011
2016-11-06,BREAD/BAKERY,201351.22993,206290.11063175788
2016-11-13,BREAD/BAKERY,241125.63506,196629.68227083856
2016-11-20,BREAD/BAKERY,200687.052,203720.65014819338
2016-11-27,BREAD/BAKERY,191267.12205,198576.11674826432
2016-12-04,BREAD/BAKERY,206641.20507,203033.18622869393
2016-12-11,BREAD/BAKERY,201388.97393,191871.60242237494
2016-12-18,BREAD/BAKERY,194645.8361,192313.9498121997
2016-12-25,BREAD/BAKERY,194692.89403,174558.05017059162
2017-01-01,BREAD/BAKERY,168515.71502,187492.41377140046
2017-01-08,BREAD/BAKERY,245140.984,203327.98215864127
2017-01-15,BREAD/BAKERY,212560.68396,211403.45215709333
2017-01-22,BREAD/BAKERY,213760.11196,207506.78107998904
2017-01-29,BREAD/BAKERY,211541.3998,210672.7759384859
2017-02-05,BREAD/BAKERY,227537.5401,207465.56167969294
2017-02-12,BREAD/BAKERY,213930.35,216104.50431295735
2017-02-19,BREAD/BAKERY,206879.91918,215677.13305626524
2017-02-26,BREAD/BAKERY,196205.91012,204333.13778837424
2017-03-05,BREAD/BAKERY,234583.97597,229576.83678787545
2017-03-12,BREAD/BAKERY,217091.73108,219470.6266917566
2017-03-19,BREAD/BAKERY,223622.77,214204.4098285175
2017-03-26,BREAD/BAKERY,211630.89191,206175.84087494982
2017-04-02,BREAD/BAKERY,215961.07801,212849.37407162043
2017-04-09,BREAD/BAKERY,203268.77807,205173.06190835964
2017-04-16,BREAD/BAKERY,211975.28891,207846.91489219575
2017-04-23,BREAD/BAKERY,203256.89987,231203.88523599907
2017-04-30,BREAD/BAKERY,200220.45999,226257.5920972463
2017-05-07,BREAD/BAKERY,236730.9589,211815.528100724
2017-05-14,BREAD/BAKERY,200756.6071,204753.63248420498
2017-05-21,BREAD/BAKERY,217774.89697,197242.05258072674
2017-05-28,BREAD/BAKERY,206795.6312,202122.1471219207
2017-06-04,BREAD/BAKERY,225467.32994,214782.41591835127
2017-06-11,BREAD/BAKERY,210318.88109,208061.41576206748
2017-06-18,BREAD/BAKERY,204580.396,208557.28348430962
2017-06-25,BREAD/BAKERY,297430.17616000003,267802.28948077443
2017-07-02,BREAD/BAKERY,215722.95313,250291.36544161872
2017-07-09,BREAD/BAKERY,249404.98299,218332.76082303724
2017-07-16,BREAD/BAKERY,204034.84701,219328.62529514704
2017-07-23,BREAD/BAKERY,196272.52192,218570.64967176117
2017-07-30,BREAD/BAKERY,199331.79809,199808.31769167018
2017-08-06,BREAD/BAKERY,215378.20987,204997.09290350354
2017-08-13,BREAD/BAKERY,194256.639,207983.90122364796
2017-08-20,BREAD/BAKERY,57160.652019999994,38460.00731939869
