date,family,sales
2013-01-13,HOME APPLIANCES,10.857142857142858
2013-01-13,HOME CARE,0.0
2013-01-13,LADIESWEAR,0.0
2013-01-13,LAWN AND GARDEN,140.42857142857142
2013-01-13,LINGERIE,573.2857142857143
2013-01-13,"LIQUOR,WINE,BEER",3043.0
2013-01-13,MAGAZINES,0.0
2013-01-13,MEATS,18367.91215814286
2013-01-13,PERSONAL CARE,10614.142857142857
2013-01-13,PET SUPPLIES,0.0
2013-01-13,PLAYERS AND ELECTRONICS,0.0
2013-01-13,POULTRY,10014.475710357143
2013-01-13,PREPARED FOODS,4501.699141142857
2013-01-13,PRODUCE,0.0
2013-01-13,SCHOOL AND OFFICE SUPPLIES,0.0
2013-01-13,SEAFOOD,1167.6099999285714
2013-01-20,AUTOMOTIVE,215.85714285714286
2013-01-20,BABY CARE,0.0
2013-01-20,BEAUTY,132.14285714285714
2013-01-20,BEVERAGES,56952.42857142857
2013-01-20,BOOKS,0.0
2013-01-20,BREAD/BAKERY,18447.095867857144
2013-01-20,CELEBRATION,0.0
2013-01-20,CLEANING,46030.42857142857
2013-01-20,DAIRY,17516.714285714286
2013-01-20,DELI,9969.664858285714
2013-01-20,EGGS,6713.428571428572
2013-01-20,FROZEN FOODS,3808.176570285714
2013-01-20,GROCERY I,129593.14285714286
2013-01-20,GROCERY II,858.0
2013-01-20,HARDWARE,56.857142857142854
2013-01-20,HOME AND KITCHEN I,0.0
2013-01-20,HOME AND KITCHEN II,0.0
2013-01-20,HOME APPLIANCES,3.7142857142857144
2013-01-20,HOME CARE,0.0
2013-01-20,LADIESWEAR,0.0
2013-01-20,LAWN AND GARDEN,140.57142857142858
2013-01-20,LINGERIE,731.7142857142857
2013-01-20,"LIQUOR,WINE,BEER",3045.8571428571427
2013-01-20,MAGAZINES,0.0
2013-01-20,MEATS,18310.629572714286
2013-01-20,PERSONAL CARE,9847.285714285714
2013-01-20,PET SUPPLIES,0.0
2013-01-20,PLAYERS AND ELECTRONICS,0.0
2013-01-20,POULTRY,10040.091846714286
2013-01-20,PREPARED FOODS,4654.437291571428
2013-01-20,PRODUCE,0.0
2013-01-20,SCHOOL AND OFFICE SUPPLIES,0.0
2013-01-20,SEAFOOD,1218.5368567857145
2013-01-27,AUTOMOTIVE,216.71428571428572
2013-01-27,BABY CARE,0.0
2013-01-27,BEAUTY,118.71428571428571
2013-01-27,BEVERAGES,51874.0
2013-01-27,BOOKS,0.0
2013-01-27,BREAD/BAKERY,17832.27813857143
2013-01-27,CELEBRATION,0.0
2013-01-27,CLEANING,44429.0
2013-01-27,DAIRY,16885.0
2013-01-27,DELI,9591.930854285714
2013-01-27,EGGS,6449.142857142857
2013-01-27,FROZEN FOODS,3441.543432142857
2013-01-27,GROCERY I,127803.57142857143
2013-01-27,GROCERY II,833.7142857142857
2013-01-27,HARDWARE,46.0
2013-01-27,HOME AND KITCHEN I,0.0
2013-01-27,HOME AND KITCHEN II,0.0
2013-01-27,HOME APPLIANCES,3.0
2013-01-27,HOME CARE,0.0
2013-01-27,LADIESWEAR,0.0
2013-01-27,LAWN AND GARDEN,119.85714285714286
2013-01-27,LINGERIE,651.2857142857143
2013-01-27,"LIQUOR,WINE,BEER",2929.1428571428573
2013-01-27,MAGAZINES,0.0
2013-01-27,MEATS,16644.62944957143
2013-01-27,PERSONAL CARE,9377.42857142857
2013-01-27,PET SUPPLIES,0.0
2013-01-27,PLAYERS AND ELECTRONICS,0.0
2013-01-27,POULTRY,9683.126855428573
2013-01-27,PREPARED FOODS,4538.774425428571
2013-01-27,PRODUCE,0.0
2013-01-27,SCHOOL AND OFFICE SUPPLIES,0.0
2013-01-27,SEAFOOD,1126.0982872571428
2013-02-03,AUTOMOTIVE,258.14285714285717
2013-02-03,BABY CARE,0.0
2013-02-03,BEAUTY,149.0
2013-02-03,BEVERAGES,54204.28571428572
2013-02-03,BOOKS,0.0
2013-02-03,BREAD/BAKERY,17869.37754857143
2013-02-03,CELEBRATION,0.0
2013-02-03,CLEANING,50669.57142857143
2013-02-03,DAIRY,17817.0
2013-02-03,DELI,10430.658141428572
2013-02-03,EGGS,6847.285714285715
2013-02-03,FROZEN FOODS,3708.057998142857
2013-02-03,GROCERY I,141432.14285714287
2013-02-03,GROCERY II,869.8571428571429
2013-02-03,HARDWARE,56.42857142857143
2013-02-03,HOME AND KITCHEN I,0.0
2013-02-03,HOME AND KITCHEN II,0.0
2013-02-03,HOME APPLIANCES,2.857142857142857
2013-02-03,HOME CARE,0.0
2013-02-03,LADIESWEAR,0.0
2013-02-03,LAWN AND GARDEN,113.14285714285714
2013-02-03,LINGERIE,621.5714285714286
2013-02-03,"LIQUOR,WINE,BEER",3241.4285714285716
2013-02-03,MAGAZINES,0.0
2013-02-03,MEATS,17815.336942285714
2013-02-03,PERSONAL CARE,11034.0
2013-02-03,PET SUPPLIES,0.0
2013-02-03,PLAYERS AND ELECTRONICS,0.0
2013-02-03,POULTRY,10865.865131714285
2013-02-03,PREPARED FOODS,4664.2121291428575
2013-02-03,PRODUCE,0.0
2013-02-03,SCHOOL AND OFFICE SUPPLIES,0.0
2013-02-03,SEAFOOD,1171.3022842142857
2013-02-10,AUTOMOTIVE,277.14285714285717
2013-02-10,BABY CARE,0.0
2013-02-10,BEAUTY,135.85714285714286
2013-02-10,BEVERAGES,51739.142857142855
2013-02-10,BOOKS,0.0
2013-02-10,BREAD/BAKERY,16852.638147142858
2013-02-10,CELEBRATION,0.0
2013-02-10,CLEANING,46358.142857142855
2013-02-10,DAIRY,16825.571428571428
2013-02-10,DELI,9637.564005714286
2013-02-10,EGGS,6294.714285714285
2013-02-10,FROZEN FOODS,3265.193428857143
2013-02-10,GROCERY I,135034.42857142858
2013-02-10,GROCERY II,828.1428571428571
2013-02-10,HARDWARE,47.285714285714285
2013-02-10,HOME AND KITCHEN I,0.0
2013-02-10,HOME AND KITCHEN II,0.0
2013-02-10,HOME APPLIANCES,2.2857142857142856
2013-02-10,HOME CARE,0.0
2013-02-10,LADIESWEAR,0.0
2013-02-10,LAWN AND GARDEN,134.85714285714286
2013-02-10,LINGERIE,751.7142857142857
2013-02-10,"LIQUOR,WINE,BEER",4953.714285714285
2013-02-10,MAGAZINES,0.0
2013-02-10,MEATS,17118.571883142857
2013-02-10,PERSONAL CARE,9374.57142857143
2013-02-10,PET SUPPLIES,0.0
2013-02-10,PLAYERS AND ELECTRONICS,0.0
2013-02-10,POULTRY,9599.592568714286
2013-02-10,PREPARED FOODS,4387.813144285714
2013-02-10,PRODUCE,0.0
2013-02-10,SCHOOL AND OFFICE SUPPLIES,0.0
2013-02-10,SEAFOOD,1019.5782862428571
2013-02-17,AUTOMOTIVE,256.2857142857143
2013-02-17,BABY CARE,0.0
2013-02-17,BEAUTY,133.14285714285714
2013-02-17,BEVERAGES,54698.857142857145
2013-02-17,BOOKS,0.0
2013-02-17,BREAD/BAKERY,18181.397837142857
2013-02-17,CELEBRATION,0.0
2013-02-17,CLEANING,44829.57142857143
2013-02-17,DAIRY,18406.714285714286
2013-02-17,DELI,10238.080712857143
2013-02-17,EGGS,7172.0
2013-02-17,FROZEN FOODS,3621.177425585714
2013-02-17,GROCERY I,141611.0
2013-02-17,GROCERY II,1009.2857142857143
2013-02-17,HARDWARE,48.142857142857146
2013-02-17,HOME AND KITCHEN I,0.0
2013-02-17,HOME AND KITCHEN II,0.0
2013-02-17,HOME APPLIANCES,1.7142857142857142
2013-02-17,HOME CARE,0.0
2013-02-17,LADIESWEAR,0.0
2013-02-17,LAWN AND GARDEN,147.14285714285714
2013-02-17,LINGERIE,572.0
2013-02-17,"LIQUOR,WINE,BEER",2788.714285714286
2013-02-17,MAGAZINES,0.0
2013-02-17,MEATS,16413.865707285713
2013-02-17,PERSONAL CARE,9576.142857142857
2013-02-17,PET SUPPLIES,0.0
2013-02-17,PLAYERS AND ELECTRONICS,0.0
2013-02-17,POULTRY,10123.31656057143
2013-02-17,PREPARED FOODS,4688.071998714286
2013-02-17,PRODUCE,0.0
2013-02-17,SCHOOL AND OFFICE SUPPLIES,0.0
2013-02-17,SEAFOOD,1284.6061422857144
2013-02-24,AUTOMOTIVE,238.28571428571428
2013-02-24,BABY CARE,0.0
2013-02-24,BEAUTY,121.71428571428571
2013-02-24,BEVERAGES,53800.57142857143
2013-02-24,BOOKS,0.0
2013-02-24,BREAD/BAKERY,18262.56915142857
2013-02-24,CELEBRATION,0.0
2013-02-24,CLEANING,44582.142857142855
2013-02-24,DAIRY,17982.85714285714
2013-02-24,DELI,10054.95457
2013-02-24,EGGS,6816.714285714285
2013-02-24,FROZEN FOODS,3511.0247141428576
2013-02-24,GROCERY I,138000.85714285713
2013-02-24,GROCERY II,910.1428571428571
2013-02-24,HARDWARE,48.285714285714285
2013-02-24,HOME AND KITCHEN I,0.0
2013-02-24,HOME AND KITCHEN II,0.0
2013-02-24,HOME APPLIANCES,3.4285714285714284
2013-02-24,HOME CARE,0.0
2013-02-24,LADIESWEAR,0.0
2013-02-24,LAWN AND GARDEN,124.14285714285714
2013-02-24,LINGERIE,377.0
2013-02-24,"LIQUOR,WINE,BEER",3055.285714285714
2013-02-24,MAGAZINES,0.0
2013-02-24,MEATS,16930.401170714285
2013-02-24,PERSONAL CARE,9171.857142857143
2013-02-24,PET SUPPLIES,0.0
2013-02-24,PLAYERS AND ELECTRONICS,0.0
2013-02-24,POULTRY,9953.022601
2013-02-24,PREPARED FOODS,4400.782299
2013-02-24,PRODUCE,0.0
2013-02-24,SCHOOL AND OFFICE SUPPLIES,0.0
2013-02-24,SEAFOOD,1254.1012849285714
2013-03-03,AUTOMOTIVE,239.0
2013-03-03,BABY CARE,0.0
2013-03-03,BEAUTY,136.14285714285714
2013-03-03,BEVERAGES,58371.0
2013-03-03,BOOKS,0.0
2013-03-03,BREAD/BAKERY,19121.175845714286
2013-03-03,CELEBRATION,0.0
2013-03-03,CLEANING,50362.71428571428
2013-03-03,DAIRY,19193.0
2013-03-03,DELI,11170.889432857144
2013-03-03,EGGS,7235.0
2013-03-03,FROZEN FOODS,3826.2624314285713
2013-03-03,GROCERY I,154223.14285714287
2013-03-03,GROCERY II,922.2857142857143
2013-03-03,HARDWARE,57.0
2013-03-03,HOME AND KITCHEN I,0.0
2013-03-03,HOME AND KITCHEN II,0.0
2013-03-03,HOME APPLIANCES,27.714285714285715
2013-03-03,HOME CARE,0.0
2013-03-03,LADIESWEAR,0.0
2013-03-03,LAWN AND GARDEN,113.28571428571429
2013-03-03,LINGERIE,434.57142857142856
2013-03-03,"LIQUOR,WINE,BEER",3438.4285714285716
2013-03-03,MAGAZINES,0.0
2013-03-03,MEATS,18354.665145857143
2013-03-03,PERSONAL CARE,11300.142857142857
2013-03-03,PET SUPPLIES,0.0
2013-03-03,PLAYERS AND ELECTRONICS,0.0
2013-03-03,POULTRY,11249.745439
2013-03-03,PREPARED FOODS,4728.917726714286
2013-03-03,PRODUCE,0.0
2013-03-03,SCHOOL AND OFFICE SUPPLIES,0.0
2013-03-03,SEAFOOD,1299.2188579285714
2013-03-10,AUTOMOTIVE,217.14285714285714
2013-03-10,BABY CARE,0.0
2013-03-10,BEAUTY,125.28571428571429
2013-03-10,BEVERAGES,59143.142857142855
2013-03-10,BOOKS,0.0
2013-03-10,BREAD/BAKERY,19037.73286
2013-03-10,CELEBRATION,0.0
2013-03-10,CLEANING,49158.71428571428
2013-03-10,DAIRY,18798.85714285714
2013-03-10,DELI,10819.122712857145
2013-03-10,EGGS,7007.285714285715
2013-03-10,FROZEN FOODS,3725.084714
2013-03-10,GROCERY I,149865.42857142858
2013-03-10,GROCERY II,973.4285714285714
2013-03-10,HARDWARE,54.285714285714285
2013-03-10,HOME AND KITCHEN I,0.0
2013-03-10,HOME AND KITCHEN II,0.0
2013-03-10,HOME APPLIANCES,37.142857142857146
2013-03-10,HOME CARE,0.0
2013-03-10,LADIESWEAR,0.0
2013-03-10,LAWN AND GARDEN,141.85714285714286
2013-03-10,LINGERIE,435.2857142857143
2013-03-10,"LIQUOR,WINE,BEER",3235.285714285714
2013-03-10,MAGAZINES,0.0
2013-03-10,MEATS,18087.701307571428
2013-03-10,PERSONAL CARE,10550.57142857143
2013-03-10,PET SUPPLIES,0.0
2013-03-10,PLAYERS AND ELECTRONICS,0.0
2013-03-10,POULTRY,10651.811597142858
2013-03-10,PREPARED FOODS,4671.628703142857
2013-03-10,PRODUCE,0.0
2013-03-10,SCHOOL AND OFFICE SUPPLIES,0.0
2013-03-10,SEAFOOD,1318.0199981428573
2013-03-17,AUTOMOTIVE,228.0
2013-03-17,BABY CARE,0.0
2013-03-17,BEAUTY,119.71428571428571
2013-03-17,BEVERAGES,55376.142857142855
2013-03-17,BOOKS,0.0
2013-03-17,BREAD/BAKERY,18892.857714285718
2013-03-17,CELEBRATION,0.0
2013-03-17,CLEANING,46569.57142857143
2013-03-17,DAIRY,18530.85714285714
2013-03-17,DELI,10301.602717142858
2013-03-17,EGGS,6972.857142857143
2013-03-17,FROZEN FOODS,4219.987427
2013-03-17,GROCERY I,140353.14285714287
2013-03-17,GROCERY II,900.8571428571429
2013-03-17,HARDWARE,47.714285714285715
2013-03-17,HOME AND KITCHEN I,0.0
2013-03-17,HOME AND KITCHEN II,0.0
2013-03-17,HOME APPLIANCES,33.857142857142854
2013-03-17,HOME CARE,0.0
2013-03-17,LADIESWEAR,0.0
2013-03-17,LAWN AND GARDEN,138.28571428571428
2013-03-17,LINGERIE,404.2857142857143
2013-03-17,"LIQUOR,WINE,BEER",3079.4285714285716
2013-03-17,MAGAZINES,0.0
2013-03-17,MEATS,16645.392021571428
2013-03-17,PERSONAL CARE,9443.142857142857
2013-03-17,PET SUPPLIES,0.0
2013-03-17,PLAYERS AND ELECTRONICS,0.0
2013-03-17,POULTRY,9969.284432571429
2013-03-17,PREPARED FOODS,4523.4448571428575
2013-03-17,PRODUCE,115.42857142857143
2013-03-17,SCHOOL AND OFFICE SUPPLIES,0.0
2013-03-17,SEAFOOD,1300.5314282857144
2013-03-24,AUTOMOTIVE,252.57142857142858
2013-03-24,BABY CARE,0.0
2013-03-24,BEAUTY,105.71428571428571
2013-03-24,BEVERAGES,53842.142857142855
2013-03-24,BOOKS,0.0
2013-03-24,BREAD/BAKERY,18496.34126142857
2013-03-24,CELEBRATION,0.0
2013-03-24,CLEANING,45776.42857142857
2013-03-24,DAIRY,18680.571428571428
2013-03-24,DELI,9780.167857714287
2013-03-24,EGGS,6868.0
2013-03-24,FROZEN FOODS,4561.231854142857
2013-03-24,GROCERY I,142173.7142857143
2013-03-24,GROCERY II,908.4285714285714
2013-03-24,HARDWARE,49.0
2013-03-24,HOME AND KITCHEN I,0.0
2013-03-24,HOME AND KITCHEN II,0.0
2013-03-24,HOME APPLIANCES,33.42857142857143
2013-03-24,HOME CARE,0.0
2013-03-24,LADIESWEAR,0.0
2013-03-24,LAWN AND GARDEN,135.14285714285714
2013-03-24,LINGERIE,405.2857142857143
2013-03-24,"LIQUOR,WINE,BEER",2982.8571428571427
2013-03-24,MAGAZINES,0.0
2013-03-24,MEATS,16376.555099857143
2013-03-24,PERSONAL CARE,9089.142857142857
2013-03-24,PET SUPPLIES,0.0
2013-03-24,PLAYERS AND ELECTRONICS,0.0
2013-03-24,POULTRY,9476.231603285714
2013-03-24,PREPARED FOODS,4567.893584857143
2013-03-24,PRODUCE,184.57142857142858
2013-03-24,SCHOOL AND OFFICE SUPPLIES,0.0
2013-03-24,SEAFOOD,1215.7612861428572
2013-03-31,AUTOMOTIVE,259.57142857142856
2013-03-31,BABY CARE,0.0
2013-03-31,BEAUTY,124.85714285714286
2013-03-31,BEVERAGES,58954.0
2013-03-31,BOOKS,0.0
2013-03-31,BREAD/BAKERY,18273.90354857143
2013-03-31,CELEBRATION,0.0
2013-03-31,CLEANING,45187.142857142855
2013-03-31,DAIRY,21006.714285714286
2013-03-31,DELI,9529.93714057143
2013-03-31,EGGS,7204.428571428572
2013-03-31,FROZEN FOODS,4690.663856
2013-03-31,GROCERY I,147984.85714285713
2013-03-31,GROCERY II,933.1428571428571
2013-03-31,HARDWARE,47.57142857142857
2013-03-31,HOME AND KITCHEN I,0.0
2013-03-31,HOME AND KITCHEN II,0.0
2013-03-31,HOME APPLIANCES,38.42857142857143
2013-03-31,HOME CARE,0.0
2013-03-31,LADIESWEAR,0.0
2013-03-31,LAWN AND GARDEN,147.28571428571428
2013-03-31,LINGERIE,407.7142857142857
2013-03-31,"LIQUOR,WINE,BEER",3918.285714285714
2013-03-31,MAGAZINES,0.0
2013-03-31,MEATS,14231.248709857144
2013-03-31,PERSONAL CARE,9685.857142857143
2013-03-31,PET SUPPLIES,0.0
2013-03-31,PLAYERS AND ELECTRONICS,0.0
2013-03-31,POULTRY,8739.309590857143
2013-03-31,PREPARED FOODS,5295.007279714286
2013-03-31,PRODUCE,276.7142857142857
2013-03-31,SCHOOL AND OFFICE SUPPLIES,0.0
2013-03-31,SEAFOOD,1155.4144273571428
2013-04-07,AUTOMOTIVE,252.14285714285714
2013-04-07,BABY CARE,0.0
2013-04-07,BEAUTY,129.28571428571428
2013-04-07,BEVERAGES,63059.857142857145
2013-04-07,BOOKS,0.0
2013-04-07,BREAD/BAKERY,20408.857450000003
2013-04-07,CELEBRATION,0.0
2013-04-07,CLEANING,54631.28571428572
2013-04-07,DAIRY,20263.85714285714
2013-04-07,DELI,11546.499993714286
2013-04-07,EGGS,7488.428571428572
2013-04-07,FROZEN FOODS,5198.189858142857
2013-04-07,GROCERY I,170091.42857142858
2013-04-07,GROCERY II,990.5714285714286
2013-04-07,HARDWARE,53.57142857142857
2013-04-07,HOME AND KITCHEN I,0.0
2013-04-07,HOME AND KITCHEN II,0.0
2013-04-07,HOME APPLIANCES,34.57142857142857
2013-04-07,HOME CARE,0.0
2013-04-07,LADIESWEAR,0.0
2013-04-07,LAWN AND GARDEN,145.42857142857142
2013-04-07,LINGERIE,457.14285714285717
2013-04-07,"LIQUOR,WINE,BEER",3131.1428571428573
2013-04-07,MAGAZINES,0.0
2013-04-07,MEATS,19516.811092
2013-04-07,PERSONAL CARE,12940.285714285714
2013-04-07,PET SUPPLIES,0.0
2013-04-07,PLAYERS AND ELECTRONICS,0.0
2013-04-07,POULTRY,11382.40799457143
2013-04-07,PREPARED FOODS,4751.0408477142855
2013-04-07,PRODUCE,219.28571428571428
2013-04-07,SCHOOL AND OFFICE SUPPLIES,0.0
2013-04-07,SEAFOOD,1005.9228571857142
2013-04-14,AUTOMOTIVE,240.85714285714286
2013-04-14,BABY CARE,0.0
2013-04-14,BEAUTY,125.42857142857143
2013-04-14,BEVERAGES,58863.71428571428
2013-04-14,BOOKS,0.0
2013-04-14,BREAD/BAKERY,18366.53586
2013-04-14,CELEBRATION,0.0
2013-04-14,CLEANING,45830.142857142855
2013-04-14,DAIRY,18133.571428571428
2013-04-14,DELI,10130.385996285713
2013-04-14,EGGS,6659.714285714285
2013-04-14,FROZEN FOODS,4867.345577285714
2013-04-14,GROCERY I,148637.0
2013-04-14,GROCERY II,974.5714285714286
2013-04-14,HARDWARE,52.142857142857146
2013-04-14,HOME AND KITCHEN I,0.0
2013-04-14,HOME AND KITCHEN II,0.0
2013-04-14,HOME APPLIANCES,34.57142857142857
2013-04-14,HOME CARE,0.0
2013-04-14,LADIESWEAR,0.0
2013-04-14,LAWN AND GARDEN,138.28571428571428
2013-04-14,LINGERIE,411.0
2013-04-14,"LIQUOR,WINE,BEER",3170.5714285714284
2013-04-14,MAGAZINES,0.0
2013-04-14,MEATS,16490.960999571427
2013-04-14,PERSONAL CARE,10796.142857142857
2013-04-14,PET SUPPLIES,0.0
2013-04-14,PLAYERS AND ELECTRONICS,0.0
2013-04-14,POULTRY,9770.351261
2013-04-14,PREPARED FOODS,4260.924414
2013-04-14,PRODUCE,218.71428571428572
2013-04-14,SCHOOL AND OFFICE SUPPLIES,0.0
2013-04-14,SEAFOOD,1157.0699992428572
2013-04-21,AUTOMOTIVE,258.7142857142857
2013-04-21,BABY CARE,0.0
2013-04-21,BEAUTY,119.71428571428571
2013-04-21,BEVERAGES,57047.142857142855
2013-04-21,BOOKS,0.0
2013-04-21,BREAD/BAKERY,19031.876995714287
2013-04-21,CELEBRATION,0.0
2013-04-21,CLEANING,46292.71428571428
2013-04-21,DAIRY,18689.714285714286
2013-04-21,DELI,10635.462003142855
2013-04-21,EGGS,7071.857142857143
2013-04-21,FROZEN FOODS,4913.71443
2013-04-21,GROCERY I,150840.57142857142
2013-04-21,GROCERY II,1007.7142857142857
2013-04-21,HARDWARE,41.714285714285715
2013-04-21,HOME AND KITCHEN I,0.0
2013-04-21,HOME AND KITCHEN II,0.0
2013-04-21,HOME APPLIANCES,38.57142857142857
2013-04-21,HOME CARE,0.0
2013-04-21,LADIESWEAR,0.0
2013-04-21,LAWN AND GARDEN,131.0
2013-04-21,LINGERIE,427.85714285714283
2013-04-21,"LIQUOR,WINE,BEER",3070.4285714285716
2013-04-21,MAGAZINES,0.0
2013-04-21,MEATS,17220.58299142857
2013-04-21,PERSONAL CARE,10806.714285714286
2013-04-21,PET SUPPLIES,0.0
2013-04-21,PLAYERS AND ELECTRONICS,0.0
2013-04-21,POULTRY,10261.909446857142
2013-04-21,PREPARED FOODS,4372.406856571429
2013-04-21,PRODUCE,194.14285714285714
2013-04-21,SCHOOL AND OFFICE SUPPLIES,0.0
2013-04-21,SEAFOOD,1276.039000142857
2013-04-28,AUTOMOTIVE,251.57142857142858
2013-04-28,BABY CARE,0.0
2013-04-28,BEAUTY,120.71428571428571
2013-04-28,BEVERAGES,56413.0
2013-04-28,BOOKS,0.0
2013-04-28,BREAD/BAKERY,18556.470137142856
2013-04-28,CELEBRATION,0.0
2013-04-28,CLEANING,44533.57142857143
2013-04-28,DAIRY,18207.714285714286
2013-04-28,DELI,10215.631715714286
2013-04-28,EGGS,6813.428571428572
2013-04-28,FROZEN FOODS,4745.921143285714
2013-04-28,GROCERY I,142232.14285714287
2013-04-28,GROCERY II,967.4285714285714
2013-04-28,HARDWARE,40.714285714285715
2013-04-28,HOME AND KITCHEN I,0.0
2013-04-28,HOME AND KITCHEN II,0.0
2013-04-28,HOME APPLIANCES,32.714285714285715
2013-04-28,HOME CARE,0.0
2013-04-28,LADIESWEAR,0.0
2013-04-28,LAWN AND GARDEN,122.71428571428571
2013-04-28,LINGERIE,409.14285714285717
2013-04-28,"LIQUOR,WINE,BEER",3052.714285714286
2013-04-28,MAGAZINES,0.0
2013-04-28,MEATS,16657.295108857143
2013-04-28,PERSONAL CARE,9593.285714285714
2013-04-28,PET SUPPLIES,0.0
2013-04-28,PLAYERS AND ELECTRONICS,0.0
2013-04-28,POULTRY,9805.990992428571
2013-04-28,PREPARED FOODS,4271.009422571428
2013-04-28,PRODUCE,209.42857142857142
2013-04-28,SCHOOL AND OFFICE SUPPLIES,0.0
2013-04-28,SEAFOOD,1180.5851411142855
2013-05-05,AUTOMOTIVE,292.2857142857143
2013-05-05,BABY CARE,0.0
2013-05-05,BEAUTY,152.57142857142858
2013-05-05,BEVERAGES,64684.142857142855
2013-05-05,BOOKS,0.0
2013-05-05,BREAD/BAKERY,21456.11060357143
2013-05-05,CELEBRATION,0.0
2013-05-05,CLEANING,55048.857142857145
2013-05-05,DAIRY,20829.85714285714
2013-05-05,DELI,12565.788141428571
2013-05-05,EGGS,7802.571428571428
2013-05-05,FROZEN FOODS,5491.071427571428
2013-05-05,GROCERY I,180254.14285714287
2013-05-05,GROCERY II,1089.0
2013-05-05,HARDWARE,54.285714285714285
2013-05-05,HOME AND KITCHEN I,0.0
2013-05-05,HOME AND KITCHEN II,0.0
2013-05-05,HOME APPLIANCES,41.714285714285715
2013-05-05,HOME CARE,0.0
2013-05-05,LADIESWEAR,0.0
2013-05-05,LAWN AND GARDEN,146.28571428571428
2013-05-05,LINGERIE,521.4285714285714
2013-05-05,"LIQUOR,WINE,BEER",3693.5714285714284
2013-05-05,MAGAZINES,0.0
2013-05-05,MEATS,19406.63484457143
2013-05-05,PERSONAL CARE,12335.57142857143
2013-05-05,PET SUPPLIES,0.0
2013-05-05,PLAYERS AND ELECTRONICS,0.0
2013-05-05,POULTRY,11842.755114285714
2013-05-05,PREPARED FOODS,4998.656414857142
2013-05-05,PRODUCE,290.0
2013-05-05,SCHOOL AND OFFICE SUPPLIES,0.0
2013-05-05,SEAFOOD,1369.2342883285714
2013-05-12,AUTOMOTIVE,296.0
2013-05-12,BABY CARE,0.0
2013-05-12,BEAUTY,138.28571428571428
2013-05-12,BEVERAGES,67279.57142857143
2013-05-12,BOOKS,0.0
2013-05-12,BREAD/BAKERY,22528.65343
2013-05-12,CELEBRATION,0.0
2013-05-12,CLEANING,51784.42857142857
2013-05-12,DAIRY,22473.714285714286
2013-05-12,DELI,12864.032005142857
2013-05-12,EGGS,8177.142857142857
2013-05-12,FROZEN FOODS,5992.343138000001
2013-05-12,GROCERY I,174823.57142857142
2013-05-12,GROCERY II,1344.7142857142858
2013-05-12,HARDWARE,51.714285714285715
2013-05-12,HOME AND KITCHEN I,0.0
2013-05-12,HOME AND KITCHEN II,0.0
2013-05-12,HOME APPLIANCES,33.714285714285715
2013-05-12,HOME CARE,0.0
2013-05-12,LADIESWEAR,0.0
2013-05-12,LAWN AND GARDEN,245.71428571428572
2013-05-12,LINGERIE,511.7142857142857
2013-05-12,"LIQUOR,WINE,BEER",3896.4285714285716
2013-05-12,MAGAZINES,0.0
2013-05-12,MEATS,18783.745730857143
2013-05-12,PERSONAL CARE,10855.42857142857
2013-05-12,PET SUPPLIES,0.0
